"parameter","median","ci_low","ci_high","pd","model"
"z_retention",-0.0041888311,-0.031975365725,0.0234928814,0.61371875,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_hemisphere",0.040069916,0.033571211825,0.046654893225,1,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_caudality",-0.0777474525,-0.084219703175,-0.0712756158,1,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_multilingual_language_diversity",-0.0014911,-0.010520937175,0.00760455952999999,0.62684375,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session",0.0166061185,0.00725674079,0.02611119905,0.99971875,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.0017464621,-0.0176757396,0.0214966753,0.57353125,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_session:z_recoded_mini_language",-0.0300014255,-0.062079113425,0.00155450849499999,0.9690625,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_retention",0.000629931885,-0.024990505275,0.025930424875,0.51878125,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_mini_language:z_retention",0.017431114,-0.01050818665,0.045362378725,0.8893125,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_hemisphere",0.002989362,-0.003294848405,0.0092885937625,0.8251875,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_caudality",-0.0031515857,-0.009518292515,0.00323159141,0.83309375,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0096562884,-0.018967657925,-0.000290534052000012,0.97790625,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",0.0233128455,-0.00225449142499999,0.048502270175,0.96359375,"erp_gender_agreement_400_900_lateral_itemslope_retfree"
"Intercept",0.00013168513,-0.0130818548,0.013185425125,0.50771875,"erp_gender_agreement_400_900_lateral_itemslope"
"z_baseline_predictor",0.404005555,0.397409341,0.4105485585,1,"erp_gender_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality",0.01662212,-0.000870736546749999,0.034098712975,0.9691875,"erp_gender_agreement_400_900_lateral_itemslope"
"z_recoded_session",0.0115295545,-0.01942530285,0.042357194125,0.7669375,"erp_gender_agreement_400_900_lateral_itemslope"
"z_recoded_mini_language",-0.00222828425,-0.01559407585,0.0110882722,0.6321875,"erp_gender_agreement_400_900_lateral_itemslope"
"z_recoded_hemisphere",0.040072832,0.033639046975,0.0464412266,1,"erp_gender_agreement_400_900_lateral_itemslope"
"z_recoded_caudality",-0.077725367,-0.084196665275,-0.071270848775,1,"erp_gender_agreement_400_900_lateral_itemslope"
"z_multilingual_language_diversity",-0.0013833855,-0.0108366547,0.0078323119875,0.6164375,"erp_gender_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.0166501275,0.0099076946975,0.023366158975,1,"erp_gender_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00583110765,-0.02354323955,0.01178489385,0.7433125,"erp_gender_agreement_400_900_lateral_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.0267407285,-0.057596573,0.00405132111249998,0.956375,"erp_gender_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00299952215,-0.0034278117775,0.00938468011749999,0.81728125,"erp_gender_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.0031642703,-0.0094873399075,0.0032779763275,0.83228125,"erp_gender_agreement_400_900_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0038476815,-0.010682476425,0.00293066027999999,0.86671875,"erp_gender_agreement_400_900_lateral_itemslope"
"Intercept",-0.000592520315,-0.01653880905,0.015756909675,0.52771875,"erp_gender_agreement_400_900_lateral_retfree"
"z_baseline_predictor",0.404468695,0.39788653925,0.41097523675,1,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_grammaticality",0.0167681125,-0.000265142819749997,0.03372044165,0.97253125,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_session",0.011814354,-0.01855905815,0.04289592675,0.779,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_mini_language",0.00502508945,-0.01140968915,0.021422739275,0.7275625,"erp_gender_agreement_400_900_lateral_retfree"
"z_retention",-0.00358212265,-0.031512246175,0.024193357825,0.60109375,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_hemisphere",0.0401175935,0.033711564625,0.04643159895,1,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_caudality",-0.077774366,-0.084286130225,-0.07126475095,1,"erp_gender_agreement_400_900_lateral_retfree"
"z_multilingual_language_diversity",-0.00103492665,-0.009267751645,0.007165513275,0.59725,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_grammaticality:z_recoded_session",0.016907557,0.00757470805,0.026193337575,0.99984375,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.0015307681,-0.015436336375,0.0189076844,0.57196875,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_session:z_recoded_mini_language",-0.0299742045,-0.0611193911,0.00121552159999999,0.9698125,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_grammaticality:z_retention",0.000135294395,-0.025261610175,0.025260483525,0.50478125,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_mini_language:z_retention",0.018377217,-0.00920295797999999,0.04621305705,0.904625,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0030076366,-0.0034740936975,0.0094498849975,0.82109375,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_grammaticality:z_recoded_caudality",-0.00316604985,-0.00958004425,0.0032314865675,0.8346875,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.00943936745,-0.0186231374,-0.000216041078000007,0.977625,"erp_gender_agreement_400_900_lateral_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",0.0235852645,-0.00132276918249999,0.0486082954,0.968375,"erp_gender_agreement_400_900_lateral_retfree"
"Intercept",0.000750625205,-0.0120046261,0.01305882085,0.547875,"erp_gender_agreement_400_900_lateral"
"z_baseline_predictor",0.40442942,0.3979082385,0.4110117285,1,"erp_gender_agreement_400_900_lateral"
"z_recoded_grammaticality",0.0165484985,0.001847168,0.0316696351,0.98625,"erp_gender_agreement_400_900_lateral"
"z_recoded_session",0.011027298,-0.0193948292,0.042083918475,0.7613125,"erp_gender_agreement_400_900_lateral"
"z_recoded_mini_language",-0.0018601223,-0.014384339725,0.01095731525,0.61371875,"erp_gender_agreement_400_900_lateral"
"z_recoded_hemisphere",0.040103317,0.033728776525,0.046501216625,1,"erp_gender_agreement_400_900_lateral"
"z_recoded_caudality",-0.077779632,-0.0842782195,-0.071308294725,1,"erp_gender_agreement_400_900_lateral"
"z_multilingual_language_diversity",-0.00098286706,-0.00933601924,0.0074500681675,0.59346875,"erp_gender_agreement_400_900_lateral"
"z_recoded_grammaticality:z_recoded_session",0.016756335,0.010057989075,0.02345911815,1,"erp_gender_agreement_400_900_lateral"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00615839185,-0.020997118275,0.00844496842249999,0.79609375,"erp_gender_agreement_400_900_lateral"
"z_recoded_session:z_recoded_mini_language",-0.0261668615,-0.056368169375,0.00479294085499999,0.95384375,"erp_gender_agreement_400_900_lateral"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00298042655,-0.0033987509025,0.00939248643,0.817875,"erp_gender_agreement_400_900_lateral"
"z_recoded_grammaticality:z_recoded_caudality",-0.00315788145,-0.009433757135,0.00324391834,0.83440625,"erp_gender_agreement_400_900_lateral"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0035289139,-0.0102567528,0.00319465007499999,0.8448125,"erp_gender_agreement_400_900_lateral"
"Intercept",0.000150177355,-0.0127466111,0.0132703572,0.508375,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_baseline_predictor",0.403998735,0.3975526255,0.4103795805,1,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality",0.017024199,-0.000651314498999998,0.0346282749,0.97028125,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_session",0.011331138,-0.019637782325,0.04247462445,0.76253125,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_mini_language",-0.0022231075,-0.015378258225,0.01132521655,0.6314375,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_hemisphere",0.040051127,0.033725448075,0.04648557135,1,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_caudality",-0.0777149215,-0.084133033675,-0.071290148575,1,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_multilingual_language_diversity",-0.00138627875,-0.010568298425,0.00783348023,0.620125,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.0166585515,0.0099358388275,0.02342221245,1,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00579575185,-0.023468709325,0.011740338075,0.74075,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.026722944,-0.05778091035,0.00409873928249998,0.95665625,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00299201335,-0.0033426723775,0.0093786896425,0.8209375,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.00318551955,-0.0095820100525,0.00325636384,0.8325625,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0038333351,-0.010600758975,0.0030115250825,0.86528125,"erp_gender_agreement_400_900_lateral_weakprior_itemslope"
"Intercept",0.00065303129,-0.0119614952,0.0132549435,0.53965625,"erp_gender_agreement_400_900_lateral_weakprior"
"z_baseline_predictor",0.40450711,0.39784040125,0.41110246075,1,"erp_gender_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality",0.0165962375,0.00182174563750001,0.031421344275,0.985375,"erp_gender_agreement_400_900_lateral_weakprior"
"z_recoded_session",0.0110290215,-0.0197553398,0.041595239275,0.76159375,"erp_gender_agreement_400_900_lateral_weakprior"
"z_recoded_mini_language",-0.00172355565,-0.01464898165,0.010914910725,0.60603125,"erp_gender_agreement_400_900_lateral_weakprior"
"z_recoded_hemisphere",0.0401188885,0.033659585475,0.04650499995,1,"erp_gender_agreement_400_900_lateral_weakprior"
"z_recoded_caudality",-0.0777956845,-0.08420961875,-0.07132498255,1,"erp_gender_agreement_400_900_lateral_weakprior"
"z_multilingual_language_diversity",-0.000973169205,-0.0093260902475,0.007399441305,0.591,"erp_gender_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_session",0.016729403,0.01002687185,0.0235541263,1,"erp_gender_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",-0.0061423333,-0.02098259205,0.0085898436875,0.79696875,"erp_gender_agreement_400_900_lateral_weakprior"
"z_recoded_session:z_recoded_mini_language",-0.0261546865,-0.057235107625,0.00409936522499997,0.95521875,"erp_gender_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0029619149,-0.00341354415,0.0093086020575,0.81803125,"erp_gender_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",-0.0031868393,-0.00947599039,0.0032341560325,0.83615625,"erp_gender_agreement_400_900_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0035236815,-0.010372799,0.0032244858625,0.845625,"erp_gender_agreement_400_900_lateral_weakprior"
"Intercept",0.00883584575,-0.01133924955,0.0292564548,0.807875,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_baseline_predictor",0.356349455,0.347004393,0.36575278875,1,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_grammaticality",0.016992196,-0.0074209443625,0.04153946095,0.91475,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_session",-0.022305336,-0.05521150695,0.010504521725,0.9108125,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_mini_language",-0.00528353515,-0.0257237291,0.014949971925,0.6955625,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_retention",0.0276628135,-0.0108919323,0.066424945025,0.91890625,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_caudality",-0.0740194985,-0.083176242325,-0.06476920865,1,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_multilingual_language_diversity",-0.000611410075,-0.011102234475,0.00992312055249999,0.5460625,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session",0.0239182195,0.010598674525,0.0374487658,0.99975,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language",0.00212803055,-0.0226236328,0.0268138681,0.56746875,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_session:z_recoded_mini_language",-0.016439127,-0.050229032025,0.0164444127,0.8384375,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_grammaticality:z_retention",-0.011710786,-0.04823189305,0.02418732215,0.7355,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_mini_language:z_retention",-0.013414199,-0.0525536572,0.025628890875,0.74753125,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_caudality",-0.000249873825,-0.009428848955,0.0088370795825,0.52228125,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0114245755,-0.0247367155,0.0020912824525,0.95140625,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"z_recoded_grammaticality:z_recoded_mini_language:z_retention",0.04401117,0.0071149573725,0.080414417225,0.99046875,"erp_gender_agreement_400_900_midline_itemslope_retfree"
"Intercept",-0.00110392,-0.015214090325,0.013045588875,0.56065625,"erp_gender_agreement_400_900_midline_itemslope"
"z_baseline_predictor",0.35620107,0.3468169505,0.36549920475,1,"erp_gender_agreement_400_900_midline_itemslope"
"z_recoded_grammaticality",0.020348467,-0.00092493285925,0.0413658375,0.9703125,"erp_gender_agreement_400_900_midline_itemslope"
"z_recoded_session",-0.016311064,-0.04818792365,0.0159027776,0.84015625,"erp_gender_agreement_400_900_midline_itemslope"
"z_recoded_mini_language",-0.000638578255,-0.01496808075,0.01350166085,0.53478125,"erp_gender_agreement_400_900_midline_itemslope"
"z_recoded_caudality",-0.0740164095,-0.0832282698,-0.064890541025,1,"erp_gender_agreement_400_900_midline_itemslope"
"z_multilingual_language_diversity",-0.00071306322,-0.011374506225,0.0098733982525,0.55296875,"erp_gender_agreement_400_900_midline_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.0205011235,0.01089552905,0.03011485355,1,"erp_gender_agreement_400_900_midline_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",-0.011993476,-0.033413489975,0.00919251750249999,0.870125,"erp_gender_agreement_400_900_midline_itemslope"
"z_recoded_session:z_recoded_mini_language",-0.0198166245,-0.05168222025,0.012239735225,0.88909375,"erp_gender_agreement_400_900_midline_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.000223736385,-0.009442205245,0.008958467265,0.5193125,"erp_gender_agreement_400_900_midline_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0001272436,-0.009920423275,0.00965104758499999,0.5106875,"erp_gender_agreement_400_900_midline_itemslope"
"Intercept",0.00892883655,-0.01136619455,0.029153748775,0.80846875,"erp_gender_agreement_400_900_midline_retfree"
"z_baseline_predictor",0.356400015,0.34690740375,0.3658606825,1,"erp_gender_agreement_400_900_midline_retfree"
"z_recoded_grammaticality",0.016924674,-0.005346969465,0.0397607241999999,0.93140625,"erp_gender_agreement_400_900_midline_retfree"
"z_recoded_session",-0.0227287765,-0.0555182152,0.0105902424,0.9129375,"erp_gender_agreement_400_900_midline_retfree"
"z_recoded_mini_language",-0.0059123372,-0.0264060945,0.01435623325,0.71675,"erp_gender_agreement_400_900_midline_retfree"
"z_retention",0.0275063385,-0.012011353775,0.066505218775,0.91371875,"erp_gender_agreement_400_900_midline_retfree"
"z_recoded_caudality",-0.0740051615,-0.0832454016,-0.06473924165,1,"erp_gender_agreement_400_900_midline_retfree"
"z_multilingual_language_diversity",-0.00052442125,-0.0111507005,0.010192888725,0.5374375,"erp_gender_agreement_400_900_midline_retfree"
"z_recoded_grammaticality:z_recoded_session",0.0241100695,0.010598770225,0.037653032975,0.9998125,"erp_gender_agreement_400_900_midline_retfree"
