"parameter","median_inf","ci_low_inf","ci_high_inf","pd_inf","median_weak","ci_low_weak","ci_high_weak","pd_weak","median_shift","ci_width_inf","ci_width_weak","model","structure"
"z_recoded_caudality",0.044401807,0.031022678075,0.05793139075,1,0.0444423065,0.0306803513,0.0580531113,1,-4.04994999999991e-05,0.026908712675,0.02737276,"erp_verb_object_number_agreement_400_900_midline","base"
"z_recoded_grammaticality:z_recoded_session",0.015093593,-0.000366466677249999,0.03056396855,0.97234375,0.0150612795,-0.000202160735249998,0.0304467148,0.97371875,3.23134999999988e-05,0.03093043522725,0.03064887553525,"erp_verb_object_number_agreement_400_900_midline","base"
"z_multilingual_language_diversity",5.71775925e-05,-0.016277469725,0.01650099715,0.5031875,3.56651185e-05,-0.016192842825,0.016312560475,0.5016875,2.1512474e-05,0.032778466875,0.0325054033,"erp_verb_object_number_agreement_400_900_midline","base"
"Intercept",-0.00746016165,-0.029995016375,0.015158762675,0.744375,-0.0074544225,-0.02987682395,0.0149382397,0.74084375,-5.73914999999967e-06,0.04515377905,0.04481506365,"erp_verb_object_number_agreement_400_900_midline","base"
"z_multilingual_language_diversity",-0.00359521835,-0.013294801975,0.0057693593375,0.77928125,-0.0035252517,-0.0133888896,0.0057801928675,0.77959375,-6.99666500000003e-05,0.0190641613125,0.0191690824675,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"Intercept",0.00201182495,-0.0138470899,0.0173407159,0.59784375,0.001946986,-0.01402451615,0.0175801954,0.59603125,6.48389500000003e-05,0.0311878058,0.03160471155,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_mini_language",0.00031019674,-0.0156255374,0.0161055554,0.51484375,0.00025881015,-0.015546500425,0.01617372975,0.51340625,5.138659e-05,0.0317310928,0.031720230175,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.007623701,-0.01530267255,8.21857329749964e-05,0.97365625,-0.00767178155,-0.0152891388,-3.19127477250019e-05,0.9754375,4.80805499999994e-05,0.015384858282975,0.015257226052275,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_caudality",0.0016450509,-0.00534972121,0.0087334069925,0.6768125,0.0016865387,-0.0054476279725,0.008824581805,0.67846875,-4.14878e-05,0.0140831282025,0.0142722097775,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_baseline_predictor",0.51150067,0.504208083,0.5188432345,1,0.51152821,0.50423336375,0.51883678825,1,-2.75400000000481e-05,0.0146351514999999,0.0146034245,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_session:z_recoded_mini_language",0.00697397205,-0.02045477385,0.034318214125,0.6926875,0.00694764455,-0.02119735725,0.034542470575,0.69,2.63275000000002e-05,0.054772987975,0.055739827825,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_hemisphere",0.018903402,0.0117397782,0.0260042316,1,0.018882964,0.011822704925,0.025952682975,1,2.04379999999976e-05,0.0142644534,0.01412997805,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_hemisphere",0.0242033865,0.0171461066,0.0313167534,1,0.024185915,0.017010157975,0.031273333725,1,1.74714999999978e-05,0.0141706468,0.01426317575,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality",0.0239553325,-0.00271834611249999,0.05034114575,0.96115625,0.0239453625,-0.0024702994575,0.050608233975,0.96271875,9.97000000000497e-06,0.0530594918625,0.0530785334325,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_session",-0.029392254,-0.0571856227,-0.00191172559500003,0.98165625,-0.029399802,-0.05733000615,-0.00176222888000001,0.98075,7.54799999999958e-06,0.055273897105,0.05556777727,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session",-0.00253015585,-0.0102847791,0.0052172779375,0.7405625,-0.00253630855,-0.010311312975,0.0052944957875,0.74146875,6.15269999999953e-06,0.0155020570375,0.0156058087625,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_caudality",-0.028492286,-0.035552697,-0.021377600775,1,-0.028496878,-0.0353926589,-0.02157115965,1,4.59200000000118e-06,0.014175096225,0.01382149925,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_mini_language",0.016087278,-0.010958580375,0.042571973775,0.88103125,0.0160865855,-0.010858566525,0.04209397165,0.88609375,6.92499999999791e-07,0.05353055415,0.052952538175,"erp_differential_object_marking_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality",0.0310855455,0.000162427201250004,0.062127531125,0.9755625,0.0313422295,0.000519971220750003,0.06210969035,0.976875,-0.000256684,0.06196510392375,0.06158971912925,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"z_recoded_session",-0.03100071,-0.062445063175,0.00138336900999999,0.970125,-0.0312536545,-0.062784692825,0.000971568798999983,0.972,0.000252944500000005,0.063828432185,0.063756261624,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_mini_language",0.0099964137,-0.0205071551,0.0410828679499999,0.73875,0.0101692,-0.020830284875,0.040854768475,0.74128125,-0.0001727863,0.0615900230499999,0.06168505335,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"z_recoded_session:z_recoded_mini_language",-0.00106345685,-0.0331518239,0.0308489722,0.5253125,-0.00090159509,-0.032850826,0.03052669805,0.5229375,-0.00016186176,0.0640007961,0.06337752405,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"Intercept",0.00335755795,-0.01437599345,0.020733638425,0.6461875,0.00321413935,-0.01436325975,0.02098131545,0.640625,0.0001434186,0.035109631875,0.0353445752,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session",-0.010017581,-0.020987934725,0.00093439190675,0.963125,-0.0101033025,-0.02104490975,0.0010064873025,0.963125,8.57215000000001e-05,0.02192232663175,0.0220513970525,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"z_recoded_caudality",-0.0163515465,-0.026563079625,-0.00622757799,0.99890625,-0.016413742,-0.02639110055,-0.00638350765,0.99934375,6.21954999999973e-05,0.020335501635,0.0200075929,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0036828723,-0.01480106485,0.0072507569925,0.74240625,-0.0036273352,-0.0145862494,0.00733537875,0.74225,-5.55371000000001e-05,0.0220518218425,0.02192162815,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_caudality",-0.0014057608,-0.011648347675,0.008828670255,0.60846875,-0.00145424635,-0.011508057675,0.0086473121675,0.612625,4.848555e-05,0.02047701793,0.0201553698425,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"z_recoded_mini_language",-0.0015830017,-0.01948891145,0.0163068821,0.56978125,-0.00162861375,-0.019710115375,0.016350589625,0.57096875,4.56120500000002e-05,0.03579579355,0.036060705,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"z_baseline_predictor",0.48939625,0.47877531375,0.50005028425,1,0.48942443,0.478728483,0.5001281435,1,-2.81800000000443e-05,0.0212749705,0.0213996605,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"z_multilingual_language_diversity",-0.00787533695,-0.019831697625,0.0041037188575,0.904875,-0.00787495155,-0.019907574425,0.00400618732499999,0.90240625,-3.85400000000452e-07,0.0239354164825,0.02391376175,"erp_differential_object_marking_200_500_midline_itemslope","maximal"
"z_recoded_session:z_recoded_mini_language",0.0095838448,-0.016797418775,0.035771453025,0.763,0.00983060025,-0.01656766945,0.035678892725,0.766375,-0.000246755449999999,0.0525688718,0.052246562175,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_recoded_grammaticality",0.0112612255,-0.015139529775,0.03778339125,0.79784375,0.011182252,-0.014961645025,0.037846645775,0.80015625,7.89734999999993e-05,0.052922921025,0.0528082908,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_mini_language",0.0144928155,-0.011953842425,0.04075542975,0.8621875,0.014567752,-0.0115913851,0.0408041185,0.86053125,-7.49365000000009e-05,0.052709272175,0.0523955036,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_recoded_mini_language",-0.0028121441,-0.01921022495,0.01344949615,0.632625,-0.0027457396,-0.01926008455,0.0134251966,0.62959375,-6.64045000000001e-05,0.0326597211,0.03268528115,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_hemisphere",0.021096952,0.0137435999,0.02842876475,1,0.02103527,0.013787317075,0.028290229375,1,6.16820000000004e-05,0.01468516485,0.0145029123,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_caudality",0.00225347315,-0.0050509291725,0.0095486473625,0.7274375,0.0023029978,-0.005005553545,0.009588105515,0.73153125,-4.952465e-05,0.014599576535,0.01459365906,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_baseline_predictor",0.463847785,0.45632421,0.4715295145,1,0.463888485,0.45630272575,0.47147315,1,-4.07000000000046e-05,0.0152053045,0.01517042425,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_multilingual_language_diversity",0.00210798235,-0.006558087215,0.010990681725,0.68284375,0.0021432156,-0.0065873405675,0.01095776445,0.68303125,-3.52332499999998e-05,0.01754876894,0.0175451050175,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0089561658,-0.0169213445,-0.001015388985,0.98625,-0.0089830497,-0.016987350375,-0.00102416025000001,0.9865,2.68838999999983e-05,0.015905955515,0.015963190125,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session",0.003259431,-0.0048033609775,0.011410573425,0.78890625,0.0032351188,-0.00469841431,0.01125166085,0.78928125,2.43122000000004e-05,0.0162139344025,0.01595007516,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_recoded_session",-0.030848472,-0.05757456155,-0.00425943676250001,0.98821875,-0.0308282155,-0.05730330415,-0.00414041364250001,0.988625,-2.0256500000003e-05,0.0533151247875,0.0531628905075,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_recoded_caudality",-0.034173003,-0.041477140925,-0.02684830255,1,-0.0341922415,-0.04142799015,-0.026865160825,1,1.92384999999975e-05,0.014628838375,0.014562829325,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"Intercept",0.000740140995,-0.01545469235,0.016797900275,0.535,0.000756414445,-0.01534227585,0.0169889371,0.539125,-1.62734500000001e-05,0.032252592625,0.03233121295,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_recoded_hemisphere",0.014007611,0.00672456863,0.021325338725,1,0.014013399,0.0068003651225,0.021395135775,0.999875,-5.78799999999963e-06,0.014600770095,0.0145947706525,"erp_differential_object_marking_300_600_lateral_itemslope","maximal"
"z_recoded_grammaticality",0.016506513,-0.013573651925,0.04669188725,0.86209375,0.0166635495,-0.013628385275,0.0465030604,0.8644375,-0.000157036499999999,0.060265539175,0.060131445675,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.003993351,-0.015311264825,0.007293125165,0.75296875,-0.00392664355,-0.015256332775,0.00742078841499997,0.7541875,-6.67074500000009e-05,0.02260438999,0.02267712119,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"z_baseline_predictor",0.43320584,0.422285131,0.4441491015,1,0.43327007,0.42246011775,0.44419603225,1,-6.42299999999429e-05,0.0218639705000001,0.0217359145,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"z_recoded_session:z_recoded_mini_language",0.0036660617,-0.02653003465,0.033787486425,0.5961875,0.00372229445,-0.026171025925,0.033869730725,0.59921875,-5.62327500000003e-05,0.060317521075,0.06004075665,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"Intercept",0.00268462465,-0.01551690505,0.0207677014,0.61475,0.0027324905,-0.015648312325,0.020779832775,0.6135,-4.78658500000003e-05,0.03628460645,0.0364281451,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"z_recoded_mini_language",-0.00337339315,-0.02169566875,0.015077954625,0.63875,-0.00334114875,-0.021876682025,0.015052297525,0.64,-3.22444e-05,0.036773623375,0.03692897955,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"z_recoded_caudality",-0.026283198,-0.036943058575,-0.015666737925,1,-0.026313459,-0.0366859731,-0.015896974,1,3.02609999999967e-05,0.02127632065,0.0207889991,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_caudality",-0.00397146065,-0.0144187128,0.0065183981625,0.77090625,-0.00394249065,-0.01433072285,0.006558899415,0.76903125,-2.89699999999997e-05,0.0209371109625,0.020889622265,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"z_recoded_session",-0.0310069665,-0.0613207544,-0.00119194518500001,0.9790625,-0.031030052,-0.06148046375,-0.00122875063500001,0.97871875,2.30855000000023e-05,0.060128809215,0.060251713115,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_mini_language",0.016096026,-0.0148006358,0.046183308875,0.8528125,0.016118246,-0.0139715825,0.04589788835,0.8554375,-2.22199999999999e-05,0.060983944675,0.05986947085,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"z_multilingual_language_diversity",-0.000982734055,-0.013047983525,0.011086882575,0.56159375,-0.000999264035,-0.013048716725,0.010967171375,0.56540625,1.65299799999999e-05,0.0241348661,0.0240158881,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session",-0.00119695015,-0.012511269175,0.010033182075,0.583875,-0.0011940139,-0.0126150991,0.010072606775,0.58378125,-2.93624999999991e-06,0.02254445125,0.022687705875,"erp_differential_object_marking_300_600_midline_itemslope","maximal"
"z_recoded_grammaticality",-0.0168396725,-0.044690899525,0.011342853075,0.88228125,-0.016580001,-0.044237581025,0.011132271075,0.88196875,-0.000259671500000003,0.0560337526,0.0553698521,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_recoded_mini_language",-0.0064267618,-0.025351652625,0.01262315185,0.74734375,-0.00621832475,-0.0255945663,0.01270218135,0.74340625,-0.000208437049999999,0.037974804475,0.03829674765,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_recoded_session",-0.019084526,-0.052808181975,0.014268828375,0.8689375,-0.0192541155,-0.05216511875,0.014442125975,0.87053125,0.000169589500000001,0.06707701035,0.066607244725,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_mini_language",0.0149472785,-0.01254968175,0.042851409775,0.85925,0.015090154,-0.012754834425,0.04243286535,0.85778125,-0.000142875499999999,0.055401091525,0.055187699775,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_multilingual_language_diversity",0.00802048415,-0.003039137785,0.018826740625,0.92525,0.0079478429,-0.00290620895999999,0.018739566475,0.92365625,7.26412499999999e-05,0.02186587841,0.021645775435,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_recoded_session:z_recoded_mini_language",-0.0010202851,-0.03435701695,0.032793036975,0.524,-0.000952539125,-0.03443647025,0.032781091025,0.523375,-6.77459750000001e-05,0.067150053925,0.067217561275,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session",0.0049166636,-0.0032383887525,0.0132632619,0.87878125,0.0049751068,-0.0033169201225,0.0131594098,0.8816875,-5.84432000000001e-05,0.0165016506525,0.0164763299225,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_caudality",0.0042866482,-0.00315531093,0.0117812766,0.86825,0.00423214105,-0.0032769168025,0.011806559025,0.8633125,5.45071499999999e-05,0.01493658753,0.0150834758275,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0193666785,0.011886360925,0.02685874665,1,0.019315525,0.011832870425,0.026966640075,1,5.1153499999998e-05,0.014972385725,0.01513376965,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"Intercept",0.00238644525,-0.016231043625,0.02105607375,0.59796875,0.00234948285,-0.016486842,0.02125165965,0.598,3.69623999999999e-05,0.037287117375,0.03773850165,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0114292685,-0.019611679,-0.00315019444,0.99678125,-0.0114076655,-0.019701904625,-0.00317764361000001,0.9965,-2.16029999999985e-05,0.01646148456,0.016524261015,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_recoded_hemisphere",-0.00500777185,-0.012465270725,0.0025684122775,0.90171875,-0.00499410685,-0.01250371335,0.0025077635875,0.90315625,-1.36650000000004e-05,0.0150336830025,0.0150114769375,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_baseline_predictor",0.402751075,0.39496291075,0.41055584325,1,0.40276034,0.394990547,0.41057842975,1,-9.26500000003605e-06,0.0155929325,0.0155878827499999,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_recoded_caudality",0.048513109,0.040975093125,0.0558865606,1,0.048513735,0.040915115825,0.056032479,1,-6.26000000003568e-07,0.014911467475,0.015117363175,"erp_differential_object_marking_400_900_lateral_itemslope","maximal"
"z_recoded_grammaticality",-0.020591171,-0.0509506452,0.01050339945,0.9063125,-0.020170494,-0.050975753025,0.01049162665,0.904375,-0.000420677000000001,0.06145404465,0.061467379675,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"z_recoded_session",-0.013147418,-0.0485967785,0.022738887725,0.7670625,-0.0134775365,-0.049630293875,0.0223503062999999,0.7726875,0.000330118499999999,0.071335666225,0.0719806001749999,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.0065446277,-0.017989196175,0.0050110305225,0.862875,-0.0064245032,-0.018162507525,0.0052198647925,0.86290625,-0.0001201245,0.0230002266975,0.0233823723175,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"z_recoded_mini_language",-0.0058407254,-0.0257087635,0.013737841575,0.71659375,-0.00573192185,-0.025970611,0.014226206375,0.71296875,-0.00010880355,0.039446605075,0.040196817375,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_caudality",-0.00603096745,-0.016822338025,0.00484283529,0.86690625,-0.0061011731,-0.0169638248,0.004768344085,0.86740625,7.02056499999994e-05,0.021665173315,0.021732168885,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"z_recoded_session:z_recoded_mini_language",-0.0095223756,-0.045040139525,0.0265574198,0.69859375,-0.00945909905,-0.045691857775,0.026592695275,0.7020625,-6.32765500000014e-05,0.071597559325,0.07228455305,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"z_baseline_predictor",0.365070195,0.35367328,0.37627365625,1,0.36512497,0.35379760775,0.37647769875,1,-5.47749999999514e-05,0.02260037625,0.022680091,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session",-0.0016973237,-0.0133180667,0.00996187249999999,0.610625,-0.00164965255,-0.013235064725,0.00997265839,0.61115625,-4.76711499999998e-05,0.0232799392,0.023207723115,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"z_multilingual_language_diversity",0.00506729745,-0.00805828521749999,0.0186277027,0.77384375,0.00511044555,-0.007935732585,0.01847705875,0.77921875,-4.31481000000003e-05,0.0266859879175,0.026412791335,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_mini_language",0.022216878,-0.0087813134475,0.05296943555,0.921375,0.022254621,-0.00845191885749998,0.05311587325,0.92540625,-3.77430000000033e-05,0.0617507489975,0.0615677921075,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"z_recoded_caudality",0.028789437,0.0180729267,0.0395415673,1,0.028825887,0.017959887275,0.039644854625,1,-3.64500000000004e-05,0.0214686406,0.02168496735,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"Intercept",0.0052424932,-0.01445344795,0.024875033925,0.69825,0.00522496055,-0.0141793325,0.0247420308,0.70128125,1.75326500000007e-05,0.039328481875,0.0389213633,"erp_differential_object_marking_400_900_midline_itemslope","maximal"
"Intercept",0.00383305075,-0.0110813899,0.01903576355,0.68903125,0.00364693105,-0.011391629625,0.018809995875,0.68575,0.0001861197,0.03011715345,0.0302016255,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_session",0.0408324925,0.00497962222500002,0.077082030975,0.98671875,0.040975279,0.004660926295,0.077328495775,0.9866875,-0.000142786500000006,0.07210240875,0.07266756948,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_mini_language",-0.000276388605,-0.01548953235,0.0149975548,0.51446875,-0.000170527195,-0.015497463925,0.01484076105,0.509375,-0.00010586141,0.03048708715,0.030338224975,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality",0.012226275,-0.00426689477,0.02898633355,0.9289375,0.012310017,-0.004433397,0.029016529725,0.92803125,-8.37419999999995e-05,0.03325322832,0.033449926725,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",-0.00095917984,-0.00727947286,0.005266718735,0.619875,-0.00104002275,-0.0073529098175,0.0054064707825,0.6261875,8.08429100000001e-05,0.012546191595,0.0127593806,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_multilingual_language_diversity",-0.0044765078,-0.01630546035,0.0074707809125,0.774625,-0.0043963467,-0.01631770405,0.0075121932575,0.771,-8.01611000000001e-05,0.0237762412625,0.0238298973075,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_session:z_recoded_mini_language",-0.0323633455,-0.0693912313,0.00369247871249999,0.96084375,-0.0324282505,-0.06905303215,0.003415321895,0.9615625,6.4904999999997e-05,0.0730837100125,0.072468354045,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00369445395,-0.002267553525,0.00959375370249999,0.88571875,0.00363917395,-0.00230159587,0.0096040223675,0.8884375,5.528e-05,0.0118613072275,0.0119056182375,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_mini_language",-0.0025096175,-0.019356493675,0.01404932895,0.617,-0.0025470879,-0.018867681225,0.014024839425,0.619125,3.74703999999997e-05,0.033405822625,0.03289252065,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_caudality",-0.00450410585,-0.0104395495,0.00137678614,0.933875,-0.0044677298,-0.010386641575,0.00146445099,0.9303125,-3.63760500000001e-05,0.01181633564,0.011851092565,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_baseline_predictor",0.525283755,0.51931203525,0.53127733875,1,0.52528893,0.5193286185,0.53135516525,1,-5.1749999999684e-06,0.0119653035,0.01202654675,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session",0.012284028,0.0060036386675,0.0185631578,0.9999375,0.012287786,0.0060248735025,0.01858562135,0.99996875,-3.75799999999954e-06,0.0125595191325,0.0125607478475,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_hemisphere",0.0521574105,0.04613937515,0.0580649619,1,0.052159795,0.046189000275,0.0580911464,1,-2.38450000000084e-06,0.01192558675,0.011902146125,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_caudality",-0.043930914,-0.0498300056,-0.038011513875,1,-0.043930276,-0.04978338835,-0.038077526375,1,-6.37999999997252e-07,0.011818491725,0.011705861975,"erp_gender_agreement_200_500_lateral_itemslope","maximal"
"z_recoded_mini_language",0.0001276859,-0.01424136735,0.0143754871,0.50734375,0.00031142083,-0.013998557975,0.0145918709,0.5165625,-0.00018373493,0.02861685445,0.028590428875,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"z_recoded_grammaticality",0.0244608555,0.0046561851975,0.04419576965,0.99184375,0.0246408555,0.004401209645,0.0443200646,0.99128125,-0.00018,0.0395395844525,0.039918854955,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"z_recoded_session",0.014947115,-0.019545797575,0.048918952925,0.806875,0.015030635,-0.01927965685,0.0501600002,0.80696875,-8.35200000000001e-05,0.0684647505,0.06943965705,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"z_recoded_session:z_recoded_mini_language",-0.0215325335,-0.056367608525,0.013510630675,0.88921875,-0.021457942,-0.0562233802,0.013081538,0.89321875,-7.45914999999986e-05,0.0698782392,0.0693049182,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session",0.0075223293,-0.0015459018725,0.016498889625,0.94875,0.00758770265,-0.001516835365,0.0165739115,0.95084375,-6.537335e-05,0.0180447914975,0.018090746865,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_caudality",0.00435566545,-0.00428871086,0.013080425275,0.843125,0.00440712015,-0.0042904235275,0.013094456425,0.84078125,-5.14547000000001e-05,0.017369136135,0.0173848799525,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_mini_language",-0.00276277815,-0.022730100725,0.016890884,0.6078125,-0.00281186025,-0.0225486159,0.0174980502,0.6098125,4.90821000000002e-05,0.039620984725,0.0400466661,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"z_multilingual_language_diversity",-0.0021951593,-0.012685797125,0.0084113284075,0.6628125,-0.00223528305,-0.012895581925,0.008582683995,0.6601875,4.012375e-05,0.0210971255325,0.02147826592,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"z_recoded_caudality",-0.0207960525,-0.0293795344,-0.01222071405,1,-0.0208150305,-0.029345402175,-0.012237112125,1,1.89779999999994e-05,0.01715882035,0.01710829005,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0068913282,-0.002152743935,0.016046347075,0.9328125,0.0069050808,-0.002213073425,0.0160585126,0.9318125,-1.37525999999999e-05,0.01819909101,0.018271586025,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"z_baseline_predictor",0.486894365,0.47810072575,0.49553602075,1,0.4869042,0.47800422725,0.4958022505,1,-9.83500000001358e-06,0.017435295,0.0177980232500001,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"Intercept",0.00054367697,-0.013529290425,0.01473388525,0.53028125,0.00054568963,-0.013378683375,0.01477469205,0.53084375,-2.01266000000009e-06,0.028263175675,0.0281533754249999,"erp_gender_agreement_200_500_midline_itemslope","maximal"
"z_recoded_session",0.0050217876,-0.031983062325,0.0414983538999999,0.60675,0.0053773924,-0.0316040521,0.042319401875,0.61578125,-0.0003556048,0.0734814162249999,0.073923453975,"erp_gender_agreement_300_600_lateral_itemslope","maximal"
"z_recoded_grammaticality",0.0167693305,-6.24041666999984e-05,0.03375736605,0.97459375,0.0169589865,-0.000358815972749997,0.03423373095,0.972375,-0.000189656000000003,0.0338197702167,0.03459254692275,"erp_gender_agreement_300_600_lateral_itemslope","maximal"
