"model","contrast","median","ci_low","ci_high","pd"
"erp_differential_object_marking_200_500_midline_itemslope_retfree","overall",-0.040663023,-0.083909172025,0.00363611706499997,0.96415625
"erp_differential_object_marking_200_500_midline_itemslope_retfree","within_Mini-Norwegian",-0.134884822653853,-0.195662457768827,-0.0738254285981414,1
"erp_differential_object_marking_200_500_midline_itemslope_retfree","within_Mini-English",0.05651605985706,-0.005143803924363,0.119419766941143,0.96384375
"erp_differential_object_marking_200_500_midline_itemslope_retfree","language_difference",-0.191496840207107,-0.278590667655035,-0.103758258610686,0.99996875
"erp_differential_object_marking_300_600_lateral","overall",0.00440167838138263,-0.00588052491317062,0.0147910958549488,0.79828125
"erp_differential_object_marking_300_600_lateral","within_Mini-Norwegian",-0.00547249458771149,-0.0203421489005387,0.00933207691748181,0.7595
"erp_differential_object_marking_300_600_lateral","within_Mini-English",0.0145655336834621,0.000420812575117784,0.028835145532151,0.9785625
"erp_differential_object_marking_300_600_lateral","language_difference",-0.0200768409340912,-0.0406221334623161,0.000781600887381277,0.970375
"erp_differential_object_marking_300_600_lateral_itemslope","overall",0.0042105011756116,-0.00620493486214331,0.0147400674597391,0.78890625
"erp_differential_object_marking_300_600_lateral_itemslope","within_Mini-Norwegian",-0.00718864516502478,-0.0222279981278562,0.00775028037275369,0.82825
"erp_differential_object_marking_300_600_lateral_itemslope","within_Mini-English",0.0159861520514635,0.00149423510784768,0.030379149941458,0.9856875
"erp_differential_object_marking_300_600_lateral_itemslope","language_difference",-0.0231415920800988,-0.0437225996715943,-0.00262363585246441,0.98625
"erp_differential_object_marking_300_600_lateral_weakprior","overall",0.00438734215781419,-0.00594205316681508,0.0147770002273138,0.795875
"erp_differential_object_marking_300_600_lateral_weakprior","within_Mini-Norwegian",-0.00548842413817916,-0.0204334451180617,0.00927968458342124,0.76615625
"erp_differential_object_marking_300_600_lateral_weakprior","within_Mini-English",0.0147304227131304,0.000432930984539103,0.0288568452287716,0.9775625
"erp_differential_object_marking_300_600_lateral_weakprior","language_difference",-0.0202208099269382,-0.0409502693365806,0.000405048137570733,0.97253125
"erp_differential_object_marking_300_600_lateral_weakprior_itemslope","overall",0.00417909491277563,-0.0060693657806425,0.0145347857452752,0.78928125
"erp_differential_object_marking_300_600_lateral_weakprior_itemslope","within_Mini-Norwegian",-0.00719395031799673,-0.022165339371919,0.00760616605723761,0.83015625
"erp_differential_object_marking_300_600_lateral_weakprior_itemslope","within_Mini-English",0.0159991258746489,0.00190661566814333,0.0303434417750071,0.986
"erp_differential_object_marking_300_600_lateral_weakprior_itemslope","language_difference",-0.0232110566546964,-0.043893150448372,-0.00264629968441989,0.9865
"erp_differential_object_marking_300_600_lateral_retfree","overall",-0.021017317,-0.05268192695,0.0107605657,0.90365625
"erp_differential_object_marking_300_600_lateral_retfree","within_Mini-Norwegian",-0.053925101990325,-0.0978885787572383,-0.00945211251195825,0.9914375
"erp_differential_object_marking_300_600_lateral_retfree","within_Mini-English",0.012785835873262,-0.0326271747684652,0.0580238985635692,0.70946875
"erp_differential_object_marking_300_600_lateral_retfree","language_difference",-0.0666296844047292,-0.130323206491748,-0.00305421307174784,0.98021875
"erp_differential_object_marking_300_600_lateral_itemslope_retfree","overall",-0.0200308065,-0.05180037485,0.01184324605,0.89215625
"erp_differential_object_marking_300_600_lateral_itemslope_retfree","within_Mini-Norwegian",-0.0534658800729299,-0.0978394558799677,-0.00862678870508029,0.9895
"erp_differential_object_marking_300_600_lateral_itemslope_retfree","within_Mini-English",0.0144795268313224,-0.0314661654792465,0.0596430100308365,0.73503125
"erp_differential_object_marking_300_600_lateral_itemslope_retfree","language_difference",-0.0678594414641812,-0.130855963535275,-0.00389337625331314,0.98096875
"erp_differential_object_marking_300_600_midline","overall",-0.000894680635699841,-0.0157537687105211,0.0140076870890381,0.545875
"erp_differential_object_marking_300_600_midline","within_Mini-Norwegian",-0.00468303073646794,-0.0261481823684915,0.0169677547196612,0.66771875
"erp_differential_object_marking_300_600_midline","within_Mini-English",0.00295085508479412,-0.0172935711327442,0.0232701181549356,0.61346875
"erp_differential_object_marking_300_600_midline","language_difference",-0.00757645261380718,-0.0370725079763031,0.0219201608161106,0.6983125
"erp_differential_object_marking_300_600_midline_itemslope","overall",-0.00154619423630902,-0.0161617860921741,0.0129606469377225,0.583875
"erp_differential_object_marking_300_600_midline_itemslope","within_Mini-Norwegian",-0.00654740777898306,-0.0280453490374011,0.0146219682836412,0.73175
"erp_differential_object_marking_300_600_midline_itemslope","within_Mini-English",0.00359299457146415,-0.0165186167489485,0.0235354899091998,0.6403125
"erp_differential_object_marking_300_600_midline_itemslope","language_difference",-0.0103181197637017,-0.0395616273646128,0.0188441584283818,0.75296875
"erp_differential_object_marking_300_600_midline_weakprior","overall",-0.000833812035494684,-0.015609488796706,0.013818244958652,0.5448125
"erp_differential_object_marking_300_600_midline_weakprior","within_Mini-Norwegian",-0.00455872828517647,-0.0260720272341252,0.0166658283159863,0.662
"erp_differential_object_marking_300_600_midline_weakprior","within_Mini-English",0.00302245690929697,-0.0173979866106818,0.0233349605970667,0.61471875
"erp_differential_object_marking_300_600_midline_weakprior","language_difference",-0.00766278853914516,-0.0370615752963699,0.0219982189932804,0.69421875
"erp_differential_object_marking_300_600_midline_weakprior_itemslope","overall",-0.00154240125226005,-0.0162959113367312,0.0130115749098759,0.58378125
"erp_differential_object_marking_300_600_midline_weakprior_itemslope","within_Mini-Norwegian",-0.0065192930656371,-0.0279743240411134,0.014320527460474,0.72896875
"erp_differential_object_marking_300_600_midline_weakprior_itemslope","within_Mini-English",0.00359782898309429,-0.0168422960237248,0.0240027843868943,0.6368125
"erp_differential_object_marking_300_600_midline_weakprior_itemslope","language_difference",-0.010145759393118,-0.0394196925658021,0.019174017913041,0.7541875
"erp_differential_object_marking_300_600_midline_retfree","overall",-0.040478374,-0.085628982925,0.00533835336499997,0.9586875
"erp_differential_object_marking_300_600_midline_retfree","within_Mini-Norwegian",-0.128914156108564,-0.191736108272161,-0.0655178652478493,0.99990625
"erp_differential_object_marking_300_600_midline_retfree","within_Mini-English",0.0511905416730867,-0.0150194394211263,0.115955518854859,0.93690625
"erp_differential_object_marking_300_600_midline_retfree","language_difference",-0.179696210880583,-0.270413490572186,-0.0888029557664511,0.999875
"erp_differential_object_marking_300_600_midline_itemslope_retfree","overall",-0.0422845155,-0.087679998775,0.00374299605999995,0.96453125
"erp_differential_object_marking_300_600_midline_itemslope_retfree","within_Mini-Norwegian",-0.131806848533738,-0.194688768315645,-0.0683013884728908,0.99996875
"erp_differential_object_marking_300_600_midline_itemslope_retfree","within_Mini-English",0.0502483701387628,-0.0147987834576885,0.115054369878303,0.9358125
"erp_differential_object_marking_300_600_midline_itemslope_retfree","language_difference",-0.181782743537148,-0.271175913238872,-0.0921568464700164,1
"erp_differential_object_marking_400_900_lateral","overall",0.00596247419394894,-0.00471462076278142,0.0166737194085215,0.86296875
"erp_differential_object_marking_400_900_lateral","within_Mini-Norwegian",-0.00760574408355243,-0.0230432326612344,0.00808666017341414,0.826
"erp_differential_object_marking_400_900_lateral","within_Mini-English",0.0199121983332134,0.00508695428160292,0.0347414956956499,0.99609375
"erp_differential_object_marking_400_900_lateral","language_difference",-0.0275800088772514,-0.0492477474519573,-0.00575500597993179,0.99321875
"erp_differential_object_marking_400_900_lateral_itemslope","overall",0.00635129808481504,-0.00418331900552232,0.017133352361929,0.87878125
"erp_differential_object_marking_400_900_lateral_itemslope","within_Mini-Norwegian",-0.00814259478935231,-0.0235192391942405,0.00727705499742587,0.85046875
"erp_differential_object_marking_400_900_lateral_itemslope","within_Mini-English",0.0214289983571095,0.00668967117478058,0.035978949584302,0.99771875
"erp_differential_object_marking_400_900_lateral_itemslope","language_difference",-0.0295317745681889,-0.0506740814717656,-0.00813970133329549,0.99678125
"erp_differential_object_marking_400_900_lateral_weakprior","overall",0.00598621316495461,-0.00458938775040056,0.0167128037819311,0.86553125
"erp_differential_object_marking_400_900_lateral_weakprior","within_Mini-Norwegian",-0.00752013608790405,-0.0228062311368567,0.0077091261757566,0.82884375
"erp_differential_object_marking_400_900_lateral_weakprior","within_Mini-English",0.0199768275876111,0.00545860895061483,0.0345182894020993,0.9965
"erp_differential_object_marking_400_900_lateral_weakprior","language_difference",-0.0274866910236707,-0.048475431333141,-0.00646403865144351,0.9951875
"erp_differential_object_marking_400_900_lateral_weakprior_itemslope","overall",0.00642679444056133,-0.00428476506334879,0.016999197232049,0.8816875
"erp_differential_object_marking_400_900_lateral_weakprior_itemslope","within_Mini-Norwegian",-0.00806897352721282,-0.0237627272454634,0.00738092731391802,0.8494375
"erp_differential_object_marking_400_900_lateral_weakprior_itemslope","within_Mini-English",0.021455557378403,0.00680915745944929,0.036197059311418,0.99803125
"erp_differential_object_marking_400_900_lateral_weakprior_itemslope","language_difference",-0.0294759551667988,-0.0509072129987548,-0.00821062649359986,0.9965
"erp_differential_object_marking_400_900_lateral_retfree","overall",0.0150513985,-0.0177231461,0.047876040425,0.817
"erp_differential_object_marking_400_900_lateral_retfree","within_Mini-Norwegian",-0.00699457152792367,-0.053155818939712,0.0387267984794582,0.62
"erp_differential_object_marking_400_900_lateral_retfree","within_Mini-English",0.0380947253967274,-0.0089062823765391,0.0850462689198685,0.9446875
"erp_differential_object_marking_400_900_lateral_retfree","language_difference",-0.0452118194982759,-0.110810409458083,0.0204973949708177,0.91078125
"erp_differential_object_marking_400_900_lateral_itemslope_retfree","overall",0.014769159,-0.0178130891,0.047814928475,0.813
"erp_differential_object_marking_400_900_lateral_itemslope_retfree","within_Mini-Norwegian",-0.00694542632108878,-0.0526260954158343,0.0392695360704805,0.617
"erp_differential_object_marking_400_900_lateral_itemslope_retfree","within_Mini-English",0.0376757622572744,-0.00973654991296414,0.0838015236074282,0.94215625
"erp_differential_object_marking_400_900_lateral_itemslope_retfree","language_difference",-0.0446118676564418,-0.10939780927295,0.0217470787335576,0.90840625
"erp_differential_object_marking_400_900_midline","overall",-0.00204128093124694,-0.0172585421400593,0.0132792478126153,0.60603125
"erp_differential_object_marking_400_900_midline","within_Mini-Norwegian",-0.00985217058516495,-0.0315584233268992,0.0122103138444548,0.81265625
"erp_differential_object_marking_400_900_midline","within_Mini-English",0.00600999111107058,-0.0153383855888204,0.0272315568926389,0.7104375
"erp_differential_object_marking_400_900_midline","language_difference",-0.0158329025715434,-0.0464097662069141,0.0147295323848249,0.84534375
"erp_differential_object_marking_400_900_midline_itemslope","overall",-0.00219256593275058,-0.0172039896317479,0.0128685307757765,0.610625
"erp_differential_object_marking_400_900_midline_itemslope","within_Mini-Norwegian",-0.0104899686835593,-0.0319270109237406,0.0112214425225378,0.82909375
"erp_differential_object_marking_400_900_midline_itemslope","within_Mini-English",0.00633237271610664,-0.0143454884994525,0.027074612485732,0.7268125
"erp_differential_object_marking_400_900_midline_itemslope","language_difference",-0.0169101720378299,-0.0464809330776021,0.0129476254580977,0.862875
"erp_differential_object_marking_400_900_midline_weakprior","overall",-0.00199588809995396,-0.0170602558495058,0.0131911891263263,0.6028125
"erp_differential_object_marking_400_900_midline_weakprior","within_Mini-Norwegian",-0.00979018829120927,-0.0315806481291876,0.0118320395832254,0.813375
"erp_differential_object_marking_400_900_midline_weakprior","within_Mini-English",0.00602981582226148,-0.0149687537463313,0.0271574050373173,0.71425
"erp_differential_object_marking_400_900_midline_weakprior","language_difference",-0.01577110445617,-0.0462015656656843,0.0141761364214949,0.8464375
"erp_differential_object_marking_400_900_midline_weakprior_itemslope","overall",-0.00213098537539135,-0.0170967694811449,0.012882463754482,0.61115625
"erp_differential_object_marking_400_900_midline_weakprior_itemslope","within_Mini-Norwegian",-0.0102859218905624,-0.0319132119596255,0.011376744327292,0.827875
"erp_differential_object_marking_400_900_midline_weakprior_itemslope","within_Mini-English",0.00626548077910371,-0.0143415391358058,0.0272430523647279,0.7256875
"erp_differential_object_marking_400_900_midline_weakprior_itemslope","language_difference",-0.0165997913631647,-0.0469287392598557,0.0134872166457056,0.86290625
"erp_differential_object_marking_400_900_midline_retfree","overall",0.00373439305,-0.04180566005,0.05044712565,0.5634375
"erp_differential_object_marking_400_900_midline_retfree","within_Mini-Norwegian",-0.0755117911845243,-0.140017777879012,-0.00967803934622038,0.98771875
"erp_differential_object_marking_400_900_midline_retfree","within_Mini-English",0.0858093837168809,0.0196895399222677,0.152069677302831,0.99471875
"erp_differential_object_marking_400_900_midline_retfree","language_difference",-0.161119508955866,-0.254538151145315,-0.0691227475083884,0.999625
"erp_differential_object_marking_400_900_midline_itemslope_retfree","overall",0.00243157385,-0.043553684975,0.0486868752,0.540625
"erp_differential_object_marking_400_900_midline_itemslope_retfree","within_Mini-Norwegian",-0.0749760700221335,-0.139690302449344,-0.00981756496664071,0.98834375
"erp_differential_object_marking_400_900_midline_itemslope_retfree","within_Mini-English",0.0821146041803433,0.0156758252359102,0.150308335421906,0.99321875
"erp_differential_object_marking_400_900_midline_itemslope_retfree","language_difference",-0.157143443098312,-0.250689720040804,-0.0632935417287669,0.99946875
"erp_gender_agreement_200_500_lateral","overall",0.011628972479246,0.00584007833651856,0.0173647020940235,0.99990625
"erp_gender_agreement_200_500_lateral","within_Mini-Norwegian",0.0114125744175135,0.00312441107660289,0.0197737919621299,0.99653125
"erp_gender_agreement_200_500_lateral","within_Mini-English",0.0118356630768153,0.00371943528165333,0.0199490850697133,0.997625
"erp_gender_agreement_200_500_lateral","language_difference",-0.000395368039680178,-0.0121043626848533,0.0112304438206643,0.52690625
"erp_gender_agreement_200_500_lateral_itemslope","overall",0.011403710260671,0.0055733962731061,0.0172328549783764,0.9999375
"erp_gender_agreement_200_500_lateral_itemslope","within_Mini-Norwegian",0.0104826109591879,0.00207406636551811,0.0188549786614354,0.99240625
"erp_gender_agreement_200_500_lateral_itemslope","within_Mini-English",0.0122935988908318,0.00428320166038717,0.0203111199273049,0.99859375
"erp_gender_agreement_200_500_lateral_itemslope","language_difference",-0.00178102305192185,-0.0135166612441515,0.00977934177080251,0.619875
"erp_gender_agreement_200_500_lateral_weakprior","overall",0.011629843722952,0.00575748007464798,0.0174762264870786,1
"erp_gender_agreement_200_500_lateral_weakprior","within_Mini-Norwegian",0.0114500614976692,0.0030201526415535,0.0198651815467266,0.99584375
"erp_gender_agreement_200_500_lateral_weakprior","within_Mini-English",0.0118281325770453,0.00369541902345564,0.0199235521585994,0.99771875
"erp_gender_agreement_200_500_lateral_weakprior","language_difference",-0.000377726052531356,-0.0119993849243463,0.0113517855803639,0.52496875
"erp_gender_agreement_200_500_lateral_weakprior_itemslope","overall",0.0114071989488407,0.00559310934326299,0.017253708709386,0.99996875
"erp_gender_agreement_200_500_lateral_weakprior_itemslope","within_Mini-Norwegian",0.0104333404801927,0.00193602285473213,0.0190584381606095,0.99178125
"erp_gender_agreement_200_500_lateral_weakprior_itemslope","within_Mini-English",0.0123457109347548,0.00427144158714406,0.0203794972993718,0.99871875
"erp_gender_agreement_200_500_lateral_weakprior_itemslope","language_difference",-0.0019311336779901,-0.0136530203592164,0.0100388359842659,0.6261875
"erp_gender_agreement_200_500_lateral_retfree","overall",0.0020461927,-0.021980051425,0.02548720865,0.56515625
"erp_gender_agreement_200_500_lateral_retfree","within_Mini-Norwegian",0.0261783685049814,-0.00764513281186477,0.0597420486583609,0.93525
"erp_gender_agreement_200_500_lateral_retfree","within_Mini-English",-0.0213981947737954,-0.0549008558747125,0.0118466886920285,0.8993125
"erp_gender_agreement_200_500_lateral_retfree","language_difference",0.0474748753326051,0.000803716183902255,0.0950071675267331,0.9766875
"erp_gender_agreement_200_500_lateral_itemslope_retfree","overall",0.00331192915,-0.020010416425,0.02677384885,0.60865625
"erp_gender_agreement_200_500_lateral_itemslope_retfree","within_Mini-Norwegian",0.0274402380544794,-0.00561167171675497,0.0610163291112307,0.9469375
"erp_gender_agreement_200_500_lateral_itemslope_retfree","within_Mini-English",-0.0203500737617575,-0.0533463842384292,0.0125326571666712,0.885875
"erp_gender_agreement_200_500_lateral_itemslope_retfree","language_difference",0.0478486487018025,0.000884406195110155,0.094851351683522,0.9770625
"erp_gender_agreement_200_500_midline","overall",0.00733422146106336,-0.0010437017508027,0.0156560123706445,0.95746875
"erp_gender_agreement_200_500_midline","within_Mini-Norwegian",0.0145374727313636,0.00249732065935349,0.0265875634662806,0.9913125
"erp_gender_agreement_200_500_midline","within_Mini-English",0.000344294381391364,-0.011268684874978,0.0119669018383057,0.5215625
"erp_gender_agreement_200_500_midline","language_difference",0.0142074029821862,-0.00268478320198585,0.0310059359017804,0.94925
"erp_gender_agreement_200_500_midline_itemslope","overall",0.00698320688368547,-0.00143510768633118,0.0153164206202016,0.94875
"erp_gender_agreement_200_500_midline_itemslope","within_Mini-Norwegian",0.0134811578032993,0.00143811407005175,0.0256552943310381,0.9850625
"erp_gender_agreement_200_500_midline_itemslope","within_Mini-English",0.000620656724605769,-0.010963576293738,0.0123856540253309,0.54409375
"erp_gender_agreement_200_500_midline_itemslope","language_difference",0.0127957814304149,-0.00399720345171071,0.0297947716273734,0.9328125
"erp_gender_agreement_200_500_midline_weakprior","overall",0.00737327325702952,-0.00108796845201121,0.0157727685996841,0.955375
"erp_gender_agreement_200_500_midline_weakprior","within_Mini-Norwegian",0.0144620964814685,0.0025115514829303,0.0265022394297803,0.99090625
"erp_gender_agreement_200_500_midline_weakprior","within_Mini-English",0.000407073320014647,-0.011142627350128,0.012017123140754,0.52709375
"erp_gender_agreement_200_500_midline_weakprior","language_difference",0.0140679872259464,-0.00229534077417585,0.0307399860415427,0.95240625
"erp_gender_agreement_200_500_midline_weakprior_itemslope","overall",0.00704389495110756,-0.0014081243641229,0.0153860657065882,0.95084375
"erp_gender_agreement_200_500_midline_weakprior_itemslope","within_Mini-Norwegian",0.0135655196172847,0.00134690483482701,0.025838623977627,0.9849375
"erp_gender_agreement_200_500_midline_weakprior_itemslope","within_Mini-English",0.000743436122227367,-0.0109246407564915,0.0123215802620128,0.549375
"erp_gender_agreement_200_500_midline_weakprior_itemslope","language_difference",0.0128213171847126,-0.0041092229268314,0.0298173605092795,0.9318125
"erp_gender_agreement_200_500_midline_retfree","overall",0.0097184201,-0.023933817575,0.043932137375,0.7163125
"erp_gender_agreement_200_500_midline_retfree","within_Mini-Norwegian",0.0497175709516041,0.00145702828174973,0.0981540186956316,0.97859375
"erp_gender_agreement_200_500_midline_retfree","within_Mini-English",-0.0291945237149774,-0.0763392390324795,0.0185237506044192,0.88265625
"erp_gender_agreement_200_500_midline_retfree","language_difference",0.0789922628371532,0.0115222697628539,0.145957458097367,0.98884375
"erp_gender_agreement_200_500_midline_itemslope_retfree","overall",0.010638496,-0.023443448125,0.0447197845,0.7303125
"erp_gender_agreement_200_500_midline_itemslope_retfree","within_Mini-Norwegian",0.0512891185273042,0.00245267071152557,0.0995770011152584,0.98025
"erp_gender_agreement_200_500_midline_itemslope_retfree","within_Mini-English",-0.0288007323295425,-0.0765584263110993,0.0186952104814697,0.88221875
"erp_gender_agreement_200_500_midline_itemslope_retfree","language_difference",0.0800873377989202,0.0112225391553988,0.148776559772263,0.98803125
"erp_gender_agreement_300_600_lateral","overall",0.0127025378190393,0.00654708904842978,0.0187794960886766,1
"erp_gender_agreement_300_600_lateral","within_Mini-Norwegian",0.0106575540768587,0.00172114543018545,0.0195068603594874,0.99053125
"erp_gender_agreement_300_600_lateral","within_Mini-English",0.0146757618840714,0.00633340656081288,0.0230108962126749,0.99984375
"erp_gender_agreement_300_600_lateral","language_difference",-0.00401348481310008,-0.0163401442761773,0.0081574476255089,0.7426875
"erp_gender_agreement_300_600_lateral_itemslope","overall",0.0124821855716536,0.00646517202997625,0.018551064947403,1
"erp_gender_agreement_300_600_lateral_itemslope","within_Mini-Norwegian",0.0100558183977143,0.00131932162976849,0.0188386471188609,0.988375
"erp_gender_agreement_300_600_lateral_itemslope","within_Mini-English",0.0148744259833623,0.00649833399846511,0.0232179863312296,0.99975
"erp_gender_agreement_300_600_lateral_itemslope","language_difference",-0.00483727412192287,-0.0168486563510274,0.00746045306545698,0.78340625
"erp_gender_agreement_300_600_lateral_weakprior","overall",0.012706377418366,0.00662255454437364,0.0187896334988937,0.99996875
"erp_gender_agreement_300_600_lateral_weakprior","within_Mini-Norwegian",0.0106839064975798,0.00181570701448317,0.0194499787145467,0.99103125
"erp_gender_agreement_300_600_lateral_weakprior","within_Mini-English",0.0146619262556941,0.00651185818826415,0.0229162197268457,0.999875
"erp_gender_agreement_300_600_lateral_weakprior","language_difference",-0.00397900387574856,-0.0159893409062558,0.00811441338749115,0.7415625
"erp_gender_agreement_300_600_lateral_weakprior_itemslope","overall",0.0124776998501965,0.0064215641658827,0.0184719756996274,1
"erp_gender_agreement_300_600_lateral_weakprior_itemslope","within_Mini-Norwegian",0.0100335085442436,0.00125515921886463,0.0188694766661447,0.98740625
"erp_gender_agreement_300_600_lateral_weakprior_itemslope","within_Mini-English",0.0148248216372113,0.0064965129292833,0.0232056791480641,0.99965625
"erp_gender_agreement_300_600_lateral_weakprior_itemslope","language_difference",-0.00483275787466935,-0.0169521715790108,0.00721611055283301,0.779875
"erp_gender_agreement_300_600_lateral_retfree","overall",0.00062475345,-0.023903158425,0.0249288455,0.51809375
"erp_gender_agreement_300_600_lateral_retfree","within_Mini-Norwegian",0.0291730551105889,-0.00598161104701689,0.0637379777861659,0.9494375
"erp_gender_agreement_300_600_lateral_retfree","within_Mini-English",-0.027261614926007,-0.061689207518624,0.00735312826961049,0.93996875
"erp_gender_agreement_300_600_lateral_retfree","language_difference",0.0563583183480689,0.00773566244874421,0.10516287636033,0.98859375
"erp_gender_agreement_300_600_lateral_itemslope_retfree","overall",0.00149133485,-0.023036230575,0.02551103085,0.54825
"erp_gender_agreement_300_600_lateral_itemslope_retfree","within_Mini-Norwegian",0.0301755642818326,-0.00469775812961381,0.0647405344386891,0.95521875
"erp_gender_agreement_300_600_lateral_itemslope_retfree","within_Mini-English",-0.0265214269381076,-0.0607714567893542,0.00760863046788222,0.93521875
