"time_ms","auc","null_mean","null_q975","p_pointwise","cluster_id","cluster_p","significant","cluster_threshold","n_perm","n_trials","n_participants","property","analysis","level","session","mini_language","cluster_p_fdr","significant_fdr","inference"
382,0.521916007439069,0.50021800813826,0.514095442317979,0.000999000999000999,3,0.012987012987013,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
386,0.523902663476136,0.500165281510465,0.513764309691788,0.000999000999000999,3,0.012987012987013,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
390,0.520530004809361,0.500006670795727,0.513620857763482,0.003996003996004,3,0.012987012987013,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
394,0.521181084169454,0.499967045656309,0.513383593854562,0.000999000999000999,3,0.012987012987013,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
398,0.519509840173202,0.499999318287079,0.513031754880679,0.004995004995005,3,0.012987012987013,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
402,0.518549557345228,0.500092611064773,0.513842002438152,0.001998001998002,3,0.012987012987013,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
406,0.5180403013461,0.500105176595108,0.513337468961367,0.003996003996004,3,0.012987012987013,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
410,0.517053559366655,0.50008476799693,0.513475465338487,0.00899100899100899,3,0.012987012987013,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
414,0.514858137673102,0.500073786269201,0.513374415809793,0.013986013986014,3,0.012987012987013,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
418,0.512685598336881,0.500248958087096,0.51366662243952,0.036963036963037,3,0.012987012987013,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
422,0.50682661164698,0.500216530759999,0.513250125975979,0.174825174825175,NA,NA,FALSE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
426,0.504939714472906,0.500294625143204,0.513753518072576,0.257742257742258,NA,NA,FALSE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
430,0.501814467339634,0.50041198783231,0.513913646188521,0.441558441558442,NA,NA,FALSE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
434,0.504258285393975,0.50047091772932,0.514197159848508,0.303696303696304,NA,NA,FALSE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,NA,FALSE,"confirmatory"
438,0.512297524028942,0.500269213745645,0.513255751976708,0.045954045954046,4,0.00899100899100899,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
442,0.516560391610594,0.500231953003393,0.514130372064183,0.012987012987013,4,0.00899100899100899,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
446,0.518342906983813,0.500190840072436,0.513925897600442,0.003996003996004,4,0.00899100899100899,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
450,0.519875500720005,0.500198620616818,0.513349427559968,0.001998001998002,4,0.00899100899100899,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
454,0.522004140053184,0.500039676742157,0.513250458518241,0.000999000999000999,4,0.00899100899100899,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
458,0.522305564227912,0.49997471431225,0.514219400948438,0.000999000999000999,4,0.00899100899100899,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
462,0.521474522937708,0.499886921560791,0.514238350065484,0.002997002997003,4,0.00899100899100899,TRUE,0.511805765248499,1000,12882,63,"gender_agreement","overall","all",NA,NA,0.0346320346320346,TRUE,"confirmatory"
