participant_lab_ID,session,phase,start_ms,end_ms,duration_min,boundary,source_file,participant_home_ID,language
61,2,pretraining,861703,1422288,9.343083333333333,next phase start,subject-61.csv,uwfo3,Mini-English
62,2,pretraining,841734,1193092,5.855966666666666,next phase start,subject-62.csv,ymoq6,Mini-Norwegian
63,2,pretraining,762562,994409,3.864116666666667,next phase start,subject-63.csv,zygb0,Mini-English
64,2,pretraining,764074,1100009,5.598916666666667,next phase start,subject-64.csv,zkmg5,Mini-Norwegian
65,2,pretraining,830429,1272014,7.35975,next phase start,subject-65.csv,rsnb6,Mini-English
7,2,pretraining,1020618,1316481,4.93105,next phase start,subject-7.csv,qdvg4,Mini-English
8,2,pretraining,913145,1274458,6.021883333333333,next phase start,subject-8.csv,hcqa8,Mini-Norwegian
9,2,pretraining,923366,1102433,2.98445,next phase start,subject-9.csv,exdq7,Mini-English
1,2,training,269633,1070839,13.353433333333333,next phase start,subject-1.csv,hnzm9,Mini-English
10,2,training,1008415,1737571,12.1526,next phase start,subject-10.csv,crar9,Mini-Norwegian
11,2,training,1197509,1871753,11.2374,next phase start,subject-11.csv,uyxx3,Mini-English
12,2,training,877551,1600665,12.0519,next phase start,subject-12.csv,fqrf6,Mini-Norwegian
13,2,training,1253726,2898118,27.406533333333332,next phase start,subject-13.csv,ezje7,Mini-English
14,2,training,1551210,2369505,13.63825,next phase start,subject-14.csv,finc3,Mini-Norwegian
15,2,training,1835882,2813312,16.2905,next phase start,subject-15.csv,gxac7,Mini-English
16,2,training,1347254,2733208,23.099233333333334,next phase start,subject-16.csv,rvax5,Mini-Norwegian
17,2,training,1107758,1855415,12.46095,next phase start,subject-17.csv,ksjo8,Mini-English
18,2,training,982170,1800176,13.633433333333333,next phase start,subject-18.csv,ltsl3,Mini-Norwegian
19,2,training,1434788,2076540,10.695866666666667,next phase start,subject-19.csv,zuwa4,Mini-English
2,2,training,1395389,2126042,12.17755,next phase start,subject-2.csv,rqed8,Mini-Norwegian
20,2,training,1474748,2262034,13.121433333333334,next phase start,subject-20.csv,wbij5,Mini-Norwegian
21,2,training,1264187,3030856,29.444483333333334,next phase start,subject-21.csv,ztwr3,Mini-English
22,2,training,1119044,1921457,13.37355,next phase start,subject-22.csv,wjob1,Mini-Norwegian
23,2,training,1151816,2307535,19.261983333333333,next phase start,subject-23.csv,dbrb5,Mini-English
24,2,training,1230196,2280356,17.502666666666666,next phase start,subject-24.csv,ahsw7,Mini-Norwegian
25,2,training,1120332,2518285,23.299216666666666,next phase start,subject-25.csv,noyy6,Mini-English
26,2,training,1000070,1837589,13.95865,next phase start,subject-26.csv,zhao8,Mini-Norwegian
27,2,training,1215976,2518191,21.703583333333334,next phase start,subject-27.csv,qlhb2,Mini-English
28,2,training,1144161,2624449,24.671466666666667,next phase start,subject-28.csv,rlgy8,Mini-Norwegian
29,2,training,996275,1961256,16.083016666666666,next phase start,subject-29.csv,usjs8,Mini-English
3,2,training,1168685,2139649,16.182733333333335,next phase start,subject-3.csv,xqls8,Mini-English
30,2,training,1158528,2658830,25.005033333333333,next phase start,subject-30.csv,yozx4,Mini-Norwegian
31,2,training,943252,1833588,14.838933333333333,next phase start,subject-31.csv,zllv8,Mini-English
32,2,training,1338260,2088381,12.502016666666666,next phase start,subject-32.csv,gjop6,Mini-Norwegian
33,2,training,970896,2107752,18.9476,next phase start,subject-33.csv,mrbf1,Mini-English
34,2,training,1014059,1723466,11.82345,next phase start,subject-34.csv,cgju5,Mini-Norwegian
35,2,training,1044832,1959648,15.246933333333333,next phase start,subject-35.csv,uicn9,Mini-English
36,2,training,1197182,2279773,18.04318333333333,next phase start,subject-36.csv,zuff1,Mini-Norwegian
37,2,training,1187424,2288319,18.34825,next phase start,subject-37.csv,hymj4,Mini-English
38,2,training,1198061,2065788,14.462116666666667,next phase start,subject-38.csv,idyh6,Mini-Norwegian
39,2,training,1087569,2103423,16.9309,next phase start,subject-39.csv,fwma9,Mini-English
4,2,training,1222333,2469094,20.77935,next phase start,subject-4.csv,qgsl9,Mini-Norwegian
40,2,training,1083177,2055674,16.208283333333334,next phase start,subject-40.csv,bder6,Mini-Norwegian
41,2,training,1012015,1927456,15.25735,next phase start,subject-41.csv,chkk1,Mini-English
42,2,training,979630,1749964,12.8389,next phase start,subject-42.csv,yzud1,Mini-Norwegian
43,2,training,1112455,1877645,12.753166666666667,next phase start,subject-43.csv,fkft1,Mini-English
44,2,training,1070509,1874605,13.4016,next phase start,subject-44.csv,kvrn1,Mini-Norwegian
45,2,training,1103069,2536380,23.888516666666668,next phase start,subject-45.csv,monr7,Mini-English
46,2,training,1119772,1968941,14.152816666666666,next phase start,subject-46.csv,bdjk0,Mini-Norwegian
47,2,training,1207445,2668836,24.356516666666668,next phase start,subject-47.csv,swbd5,Mini-English
48,2,training,1203021,2652452,24.157183333333332,next phase start,subject-48.csv,kixs9,Mini-Norwegian
49,2,training,1031458,2422474,23.1836,next phase start,subject-49.csv,sjnh6,Mini-English
5,2,training,1335790,2301954,16.102733333333333,next phase start,subject-5.csv,pson3,Mini-English
51,2,training,1071049,1734208,11.05265,next phase start,subject-51.csv,trpu0,Mini-English
52,2,training,1035376,1626508,9.8522,next phase start,subject-52.csv,mvse0,Mini-Norwegian
53,2,training,966283,1798986,13.878383333333334,next phase start,subject-53.csv,sxhv6,Mini-English
54,2,training,1129380,2443034,21.894233333333332,next phase start,subject-54.csv,dzyb1,Mini-Norwegian
55,2,training,971143,1856796,14.760883333333334,next phase start,subject-55.csv,jlos1,Mini-English
56,2,training,1831509,3506690,27.91968333333333,next phase start,subject-56.csv,awfh6,Mini-Norwegian
57,2,training,873708,1490955,10.28745,next phase start,subject-57.csv,mtjw7,Mini-English
58,2,training,1294620,2317987,17.056116666666668,next phase start,subject-58.csv,rodf4,Mini-Norwegian
59,2,training,1130228,1950891,13.677716666666667,next phase start,subject-59.csv,mhbu4,Mini-English
6,2,training,1396422,2449553,17.552183333333332,next phase start,subject-6.csv,jpxp4,Mini-Norwegian
60,2,training,1175119,3026151,30.850533333333335,next phase start,subject-60.csv,kwly7,Mini-Norwegian
61,2,training,1422288,3149408,28.785333333333334,next phase start,subject-61.csv,uwfo3,Mini-English
62,2,training,1193092,2369244,19.602533333333334,next phase start,subject-62.csv,ymoq6,Mini-Norwegian
63,2,training,994409,1728673,12.237733333333333,next phase start,subject-63.csv,zygb0,Mini-English
64,2,training,1100009,2397098,21.61815,next phase start,subject-64.csv,zkmg5,Mini-Norwegian
65,2,training,1272014,2361581,18.15945,next phase start,subject-65.csv,rsnb6,Mini-English
7,2,training,1316481,2598421,21.365666666666666,next phase start,subject-7.csv,qdvg4,Mini-English
8,2,training,1274458,2352784,17.9721,next phase start,subject-8.csv,hcqa8,Mini-Norwegian
9,2,training,1102433,1870197,12.796066666666666,next phase start,subject-9.csv,exdq7,Mini-English
1,2,test,1070839,2402105,22.18776666666667,next phase start,subject-1.csv,hnzm9,Mini-English
10,2,test,1737571,3075838,22.30445,next phase start,subject-10.csv,crar9,Mini-Norwegian
11,2,test,1871753,2208719,5.6161,next phase start,subject-11.csv,uyxx3,Mini-English
12,2,test,1600665,1970302,6.160616666666667,next phase start,subject-12.csv,fqrf6,Mini-Norwegian
13,2,test,2898118,3713293,13.58625,next phase start,subject-13.csv,ezje7,Mini-English
14,2,test,2369505,2827261,7.629266666666667,next phase start,subject-14.csv,finc3,Mini-Norwegian
15,2,test,2813312,4638430,30.418633333333332,next phase start,subject-15.csv,gxac7,Mini-English
16,2,test,2733208,3165267,7.200983333333333,next phase start,subject-16.csv,rvax5,Mini-Norwegian
17,2,test,1855415,2267120,6.86175,next phase start,subject-17.csv,ksjo8,Mini-English
18,2,test,1800176,2698230,14.967566666666666,next phase start,subject-18.csv,ltsl3,Mini-Norwegian
19,2,test,2076540,2329782,4.2207,next phase start,subject-19.csv,zuwa4,Mini-English
2,2,test,2126042,3526860,23.346966666666667,next phase start,subject-2.csv,rqed8,Mini-Norwegian
20,2,test,2262034,3994922,28.881466666666668,next phase start,subject-20.csv,wbij5,Mini-Norwegian
21,2,test,3030856,3446869,6.93355,next phase start,subject-21.csv,ztwr3,Mini-English
22,2,test,1921457,2230461,5.150066666666667,next phase start,subject-22.csv,wjob1,Mini-Norwegian
23,2,test,2307535,2682585,6.2508333333333335,next phase start,subject-23.csv,dbrb5,Mini-English
24,2,test,2280356,3930120,27.496066666666668,next phase start,subject-24.csv,ahsw7,Mini-Norwegian
25,2,test,2518285,4300911,29.710433333333334,next phase start,subject-25.csv,noyy6,Mini-English
26,2,test,1837589,2079768,4.036316666666667,next phase start,subject-26.csv,zhao8,Mini-Norwegian
27,2,test,2518191,2855577,5.6231,next phase start,subject-27.csv,qlhb2,Mini-English
28,2,test,2624449,4392127,29.4613,next phase start,subject-28.csv,rlgy8,Mini-Norwegian
29,2,test,1961256,2332702,6.190766666666667,next phase start,subject-29.csv,usjs8,Mini-English
3,2,test,2139649,2495236,5.92645,next phase start,subject-3.csv,xqls8,Mini-English
30,2,test,2658830,3136347,7.958616666666667,next phase start,subject-30.csv,yozx4,Mini-Norwegian
31,2,test,1833588,2130805,4.953616666666667,next phase start,subject-31.csv,zllv8,Mini-English
32,2,test,2088381,3318487,20.501766666666665,next phase start,subject-32.csv,gjop6,Mini-Norwegian
33,2,test,2107752,2583380,7.927133333333333,next phase start,subject-33.csv,mrbf1,Mini-English
34,2,test,1723466,2116093,6.543783333333334,next phase start,subject-34.csv,cgju5,Mini-Norwegian
35,2,test,1959648,2333403,6.22925,next phase start,subject-35.csv,uicn9,Mini-English
36,2,test,2279773,3705872,23.768316666666667,next phase start,subject-36.csv,zuff1,Mini-Norwegian
37,2,test,2288319,4092115,30.063266666666667,next phase start,subject-37.csv,hymj4,Mini-English
38,2,test,2065788,3354904,21.485266666666668,next phase start,subject-38.csv,idyh6,Mini-Norwegian
39,2,test,2103423,2465891,6.041133333333334,next phase start,subject-39.csv,fwma9,Mini-English
4,2,test,2469094,3990363,25.354483333333334,last phase event,subject-4.csv,qgsl9,Mini-Norwegian
40,2,test,2055674,3284045,20.47285,next phase start,subject-40.csv,bder6,Mini-Norwegian
41,2,test,1927456,3626636,28.319666666666667,next phase start,subject-41.csv,chkk1,Mini-English
42,2,test,1749964,2919167,19.486716666666666,next phase start,subject-42.csv,yzud1,Mini-Norwegian
43,2,test,1877645,3023817,19.102866666666667,next phase start,subject-43.csv,fkft1,Mini-English
44,2,test,1874605,2153936,4.655516666666666,next phase start,subject-44.csv,kvrn1,Mini-Norwegian
45,2,test,2536380,4148375,26.866583333333335,next phase start,subject-45.csv,monr7,Mini-English
46,2,test,1968941,2333159,6.0703,next phase start,subject-46.csv,bdjk0,Mini-Norwegian
47,2,test,2668836,3109166,7.3388333333333335,next phase start,subject-47.csv,swbd5,Mini-English
48,2,test,2652452,3044648,6.5366,next phase start,subject-48.csv,kixs9,Mini-Norwegian
49,2,test,2422474,4059477,27.283383333333333,next phase start,subject-49.csv,sjnh6,Mini-English
5,2,test,2301954,3806163,25.07015,next phase start,subject-5.csv,pson3,Mini-English
51,2,test,1734208,2874869,19.011016666666666,next phase start,subject-51.csv,trpu0,Mini-English
52,2,test,1626508,2741158,18.5775,next phase start,subject-52.csv,mvse0,Mini-Norwegian
53,2,test,1798986,2109458,5.174533333333334,next phase start,subject-53.csv,sxhv6,Mini-English
54,2,test,2443034,2809383,6.105816666666667,next phase start,subject-54.csv,dzyb1,Mini-Norwegian
55,2,test,1856796,2236277,6.324683333333334,next phase start,subject-55.csv,jlos1,Mini-English
56,2,test,3506690,3882511,6.263683333333334,next phase start,subject-56.csv,awfh6,Mini-Norwegian
57,2,test,1490955,2672320,19.689416666666666,next phase start,subject-57.csv,mtjw7,Mini-English
58,2,test,2317987,3025263,11.787933333333333,next phase start,subject-58.csv,rodf4,Mini-Norwegian
59,2,test,1950891,2434756,8.064416666666666,next phase start,subject-59.csv,mhbu4,Mini-English
6,2,test,2449553,4009742,26.00315,next phase start,subject-6.csv,jpxp4,Mini-Norwegian
60,2,test,3026151,5113607,34.790933333333335,next phase start,subject-60.csv,kwly7,Mini-Norwegian
61,2,test,3149408,3555091,6.761383333333334,next phase start,subject-61.csv,uwfo3,Mini-English
62,2,test,2369244,3761336,23.201533333333334,next phase start,subject-62.csv,ymoq6,Mini-Norwegian
63,2,test,1728673,3457413,28.812333333333335,next phase start,subject-63.csv,zygb0,Mini-English
64,2,test,2397098,2769580,6.208033333333334,next phase start,subject-64.csv,zkmg5,Mini-Norwegian
65,2,test,2361581,4000673,27.3182,next phase start,subject-65.csv,rsnb6,Mini-English
7,2,test,2598421,2922623,5.403366666666667,next phase start,subject-7.csv,qdvg4,Mini-English
8,2,test,2352784,4249074,31.604833333333332,next phase start,subject-8.csv,hcqa8,Mini-Norwegian
9,2,test,1870197,2301672,7.19125,next phase start,subject-9.csv,exdq7,Mini-English
1,2,experiment,2402105,5422796,50.34485,last phase event,subject-1.csv,hnzm9,Mini-English
10,2,experiment,3075838,5925108,47.487833333333334,last phase event,subject-10.csv,crar9,Mini-Norwegian
11,2,experiment,2208719,5652186,57.39111666666667,last phase event,subject-11.csv,uyxx3,Mini-English
12,2,experiment,1970302,4760160,46.49763333333333,last phase event,subject-12.csv,fqrf6,Mini-Norwegian
13,2,experiment,3713293,6244011,42.17863333333333,last phase event,subject-13.csv,ezje7,Mini-English
14,2,experiment,2827261,5484240,44.282983333333334,last phase event,subject-14.csv,finc3,Mini-Norwegian
15,2,experiment,4638430,7689083,50.84421666666667,last phase event,subject-15.csv,gxac7,Mini-English
16,2,experiment,3165267,5588801,40.39223333333333,last phase event,subject-16.csv,rvax5,Mini-Norwegian
17,2,experiment,2267120,4759594,41.54123333333333,last phase event,subject-17.csv,ksjo8,Mini-English
18,2,experiment,2698230,5567885,47.82758333333334,last phase event,subject-18.csv,ltsl3,Mini-Norwegian
19,2,experiment,2329782,4776946,40.78606666666666,last phase event,subject-19.csv,zuwa4,Mini-English
2,2,experiment,3526860,6703764,52.9484,last phase event,subject-2.csv,rqed8,Mini-Norwegian
20,2,experiment,3994922,6518883,42.06601666666667,last phase event,subject-20.csv,wbij5,Mini-Norwegian
21,2,experiment,3446869,7059065,60.203266666666664,last phase event,subject-21.csv,ztwr3,Mini-English
22,2,experiment,2230461,4658164,40.46171666666667,last phase event,subject-22.csv,wjob1,Mini-Norwegian
23,2,experiment,2682585,5884174,53.35981666666667,last phase event,subject-23.csv,dbrb5,Mini-English
24,2,experiment,3930120,6284066,39.23243333333333,last phase event,subject-24.csv,ahsw7,Mini-Norwegian
25,2,experiment,4300911,7524600,53.72815,last phase event,subject-25.csv,noyy6,Mini-English
26,2,experiment,2079768,4875825,46.60095,last phase event,subject-26.csv,zhao8,Mini-Norwegian
27,2,experiment,2855577,6735769,64.66986666666666,last phase event,subject-27.csv,qlhb2,Mini-English
28,2,experiment,4392127,6973720,43.02655,last phase event,subject-28.csv,rlgy8,Mini-Norwegian
29,2,experiment,2332702,4906293,42.89318333333333,last phase event,subject-29.csv,usjs8,Mini-English
3,2,experiment,2495236,5790837,54.92668333333334,last phase event,subject-3.csv,xqls8,Mini-English
30,2,experiment,3136347,6596809,57.674366666666664,last phase event,subject-30.csv,yozx4,Mini-Norwegian
31,2,experiment,2130805,4855143,45.405633333333334,last phase event,subject-31.csv,zllv8,Mini-English
32,2,experiment,3318487,5964093,44.09343333333333,last phase event,subject-32.csv,gjop6,Mini-Norwegian
33,2,experiment,2583380,5498810,48.5905,last phase event,subject-33.csv,mrbf1,Mini-English
34,2,experiment,2116093,4472747,39.277566666666665,last phase event,subject-34.csv,cgju5,Mini-Norwegian
35,2,experiment,2333403,5393515,51.001866666666665,last phase event,subject-35.csv,uicn9,Mini-English
36,2,experiment,3705872,6048087,39.03691666666667,last phase event,subject-36.csv,zuff1,Mini-Norwegian
37,2,experiment,4092115,6722898,43.846383333333335,last phase event,subject-37.csv,hymj4,Mini-English
38,2,experiment,3354904,5447614,34.8785,last phase event,subject-38.csv,idyh6,Mini-Norwegian
39,2,experiment,2465891,5146941,44.68416666666667,last phase event,subject-39.csv,fwma9,Mini-English
40,2,experiment,3284045,5763407,41.3227,last phase event,subject-40.csv,bder6,Mini-Norwegian
41,2,experiment,3626636,7135680,58.484066666666664,last phase event,subject-41.csv,chkk1,Mini-English
42,2,experiment,2919167,5553079,43.89853333333333,last phase event,subject-42.csv,yzud1,Mini-Norwegian
43,2,experiment,3023817,5491515,41.1283,last phase event,subject-43.csv,fkft1,Mini-English
44,2,experiment,2153936,4295624,35.6948,last phase event,subject-44.csv,kvrn1,Mini-Norwegian
45,2,experiment,4148375,7671496,58.71868333333333,last phase event,subject-45.csv,monr7,Mini-English
46,2,experiment,2333159,5379127,50.766133333333336,last phase event,subject-46.csv,bdjk0,Mini-Norwegian
47,2,experiment,3109166,7805175,78.26681666666667,last phase event,subject-47.csv,swbd5,Mini-English
48,2,experiment,3044648,7657193,76.87575,last phase event,subject-48.csv,kixs9,Mini-Norwegian
49,2,experiment,4059477,6546095,41.44363333333333,last phase event,subject-49.csv,sjnh6,Mini-English
5,2,experiment,3806163,7240938,57.24625,last phase event,subject-5.csv,pson3,Mini-English
51,2,experiment,2874869,5354129,41.321,last phase event,subject-51.csv,trpu0,Mini-English
52,2,experiment,2741158,5057574,38.60693333333333,last phase event,subject-52.csv,mvse0,Mini-Norwegian
53,2,experiment,2109458,4855951,45.774883333333335,last phase event,subject-53.csv,sxhv6,Mini-English
54,2,experiment,2809383,6075564,54.43635,last phase event,subject-54.csv,dzyb1,Mini-Norwegian
55,2,experiment,2236277,5646044,56.82945,last phase event,subject-55.csv,jlos1,Mini-English
56,2,experiment,3882511,7292119,56.8268,last phase event,subject-56.csv,awfh6,Mini-Norwegian
57,2,experiment,2672320,5552110,47.9965,last phase event,subject-57.csv,mtjw7,Mini-English
58,2,experiment,3025263,6101921,51.277633333333334,last phase event,subject-58.csv,rodf4,Mini-Norwegian
59,2,experiment,2434756,5044894,43.5023,last phase event,subject-59.csv,mhbu4,Mini-English
6,2,experiment,4009742,6934886,48.7524,last phase event,subject-6.csv,jpxp4,Mini-Norwegian
60,2,experiment,5113607,7475492,39.36475,last phase event,subject-60.csv,kwly7,Mini-Norwegian
61,2,experiment,3555091,7380009,63.74863333333333,last phase event,subject-61.csv,uwfo3,Mini-English
62,2,experiment,3761336,7015630,54.23823333333333,last phase event,subject-62.csv,ymoq6,Mini-Norwegian
63,2,experiment,3457413,7632490,69.58461666666666,last phase event,subject-63.csv,zygb0,Mini-English
64,2,experiment,2769580,5123656,39.2346,last phase event,subject-64.csv,zkmg5,Mini-Norwegian
65,2,experiment,4000673,6510279,41.826766666666664,last phase event,subject-65.csv,rsnb6,Mini-English
7,2,experiment,2922623,6617673,61.58416666666667,last phase event,subject-7.csv,qdvg4,Mini-English
8,2,experiment,4249074,7584308,55.58723333333333,last phase event,subject-8.csv,hcqa8,Mini-Norwegian
9,2,experiment,2301672,5557851,54.26965,last phase event,subject-9.csv,exdq7,Mini-English
10,3,pretraining,81309,251616,2.83845,next phase start,subject-10.csv,crar9,Mini-Norwegian
11,3,pretraining,25207,79513,0.9051,next phase start,subject-11.csv,uyxx3,Mini-English
12,3,pretraining,19930,148788,2.1476333333333333,next phase start,subject-12.csv,fqrf6,Mini-Norwegian
13,3,pretraining,26493,94199,1.1284333333333334,next phase start,subject-13.csv,ezje7,Mini-English
14,3,pretraining,16854,82581,1.09545,next phase start,subject-14.csv,finc3,Mini-Norwegian
15,3,pretraining,60094,125327,1.0872166666666667,next phase start,subject-15.csv,gxac7,Mini-English
16,3,pretraining,213711,1632060,23.63915,next phase start,subject-16.csv,rvax5,Mini-Norwegian
18,3,pretraining,17583,61032,0.72415,next phase start,subject-18.csv,ltsl3,Mini-Norwegian
19,3,pretraining,134502,227750,1.5541333333333334,next phase start,subject-19.csv,zuwa4,Mini-English
20,3,pretraining,63791,166753,1.7160333333333333,next phase start,subject-20.csv,wbij5,Mini-Norwegian
21,3,pretraining,35490,118284,1.3799,next phase start,subject-21.csv,ztwr3,Mini-English
22,3,pretraining,85734,164694,1.316,next phase start,subject-22.csv,wjob1,Mini-Norwegian
23,3,pretraining,25226,150603,2.0896166666666667,next phase start,subject-23.csv,dbrb5,Mini-English
24,3,pretraining,139376,271143,2.1961166666666667,next phase start,subject-24.csv,ahsw7,Mini-Norwegian
25,3,pretraining,23417,262180,3.9793833333333333,next phase start,subject-25.csv,noyy6,Mini-English
26,3,pretraining,26469,110982,1.40855,next phase start,subject-26.csv,zhao8,Mini-Norwegian
27,3,pretraining,38495,143078,1.74305,next phase start,subject-27.csv,qlhb2,Mini-English
28,3,pretraining,82411,227611,2.42,next phase start,subject-28.csv,rlgy8,Mini-Norwegian
29,3,pretraining,22107,105708,1.39335,next phase start,subject-29.csv,usjs8,Mini-English
3,3,pretraining,23722,93603,1.1646833333333333,next phase start,subject-3.csv,xqls8,Mini-English
30,3,pretraining,28321,161124,2.2133833333333333,next phase start,subject-30.csv,yozx4,Mini-Norwegian
31,3,pretraining,32851,110601,1.2958333333333334,next phase start,subject-31.csv,zllv8,Mini-English
32,3,pretraining,22123,89436,1.1218833333333333,next phase start,subject-32.csv,gjop6,Mini-Norwegian
33,3,pretraining,29285,101021,1.1956,next phase start,subject-33.csv,mrbf1,Mini-English
34,3,pretraining,18200,122424,1.7370666666666668,next phase start,subject-34.csv,cgju5,Mini-Norwegian
36,3,pretraining,301847,394240,1.5398833333333333,next phase start,subject-36.csv,zuff1,Mini-Norwegian
37,3,pretraining,21162,111641,1.5079833333333332,next phase start,subject-37.csv,hymj4,Mini-English
38,3,pretraining,18647,95328,1.2780166666666666,next phase start,subject-38.csv,idyh6,Mini-Norwegian
39,3,pretraining,26854,114286,1.4572,next phase start,subject-39.csv,fwma9,Mini-English
40,3,pretraining,17970,106147,1.4696166666666666,next phase start,subject-40.csv,bder6,Mini-Norwegian
41,3,pretraining,23225,118259,1.5839,next phase start,subject-41.csv,chkk1,Mini-English
42,3,pretraining,20102,91367,1.18775,next phase start,subject-42.csv,yzud1,Mini-Norwegian
43,3,pretraining,28392,159937,2.1924166666666665,next phase start,subject-43.csv,fkft1,Mini-English
