participant_lab_ID,session,phase,start_ms,end_ms,duration_min,boundary,source_file,participant_home_ID,language
44,3,pretraining,20582,128568,1.7997666666666667,next phase start,subject-44.csv,kvrn1,Mini-Norwegian
47,3,pretraining,36167,165398,2.15385,next phase start,subject-47.csv,swbd5,Mini-English
48,3,pretraining,55634,189227,2.22655,next phase start,subject-48.csv,kixs9,Mini-Norwegian
49,3,pretraining,21322,105570,1.4041333333333332,next phase start,subject-49.csv,sjnh6,Mini-English
5,3,pretraining,25311,116561,1.5208333333333333,next phase start,subject-5.csv,pson3,Mini-English
50,3,pretraining,25515,139331,1.8969333333333334,next phase start,subject-50.csv,pwck3,Mini-Norwegian
51,3,pretraining,30009,126939,1.6155,next phase start,subject-51.csv,trpu0,Mini-English
52,3,pretraining,24235,109101,1.4144333333333334,next phase start,subject-52.csv,mvse0,Mini-Norwegian
53,3,pretraining,18384,119873,1.6914833333333332,next phase start,subject-53.csv,sxhv6,Mini-English
54,3,pretraining,23973,90256,1.1047166666666666,next phase start,subject-54.csv,dzyb1,Mini-Norwegian
55,3,pretraining,25883,88803,1.0486666666666666,next phase start,subject-55.csv,jlos1,Mini-English
56,3,pretraining,18999,112378,1.5563166666666666,next phase start,subject-56.csv,awfh6,Mini-Norwegian
57,3,pretraining,22980,104389,1.3568166666666666,next phase start,subject-57.csv,mtjw7,Mini-English
58,3,pretraining,22924,189926,2.7833666666666668,next phase start,subject-58.csv,rodf4,Mini-Norwegian
59,3,pretraining,24468,82108,0.9606666666666667,next phase start,subject-59.csv,mhbu4,Mini-English
6,3,pretraining,101534,216455,1.91535,next phase start,subject-6.csv,jpxp4,Mini-Norwegian
60,3,pretraining,21566,202054,3.0081333333333333,next phase start,subject-60.csv,kwly7,Mini-Norwegian
61,3,pretraining,24516,331433,5.115283333333333,next phase start,subject-61.csv,uwfo3,Mini-English
62,3,pretraining,19251,122324,1.7178833333333334,next phase start,subject-62.csv,ymoq6,Mini-Norwegian
65,3,pretraining,23285,144614,2.02215,next phase start,subject-65.csv,rsnb6,Mini-English
7,3,pretraining,109883,237678,2.1299166666666665,next phase start,subject-7.csv,qdvg4,Mini-English
8,3,pretraining,170816,280561,1.8290833333333334,next phase start,subject-8.csv,hcqa8,Mini-Norwegian
9,3,pretraining,27205,142133,1.9154666666666667,next phase start,subject-9.csv,exdq7,Mini-English
10,3,training,251616,1570575,21.98265,next phase start,subject-10.csv,crar9,Mini-Norwegian
11,3,training,79513,1082294,16.713016666666668,next phase start,subject-11.csv,uyxx3,Mini-English
12,3,training,148788,1119091,16.171716666666665,next phase start,subject-12.csv,fqrf6,Mini-Norwegian
13,3,training,94199,1151406,17.620116666666668,next phase start,subject-13.csv,ezje7,Mini-English
14,3,training,82581,883607,13.350433333333333,next phase start,subject-14.csv,finc3,Mini-Norwegian
15,3,training,125327,933263,13.4656,next phase start,subject-15.csv,gxac7,Mini-English
16,3,training,1632060,3077521,24.09101666666667,next phase start,subject-16.csv,rvax5,Mini-Norwegian
18,3,training,61032,1216137,19.25175,next phase start,subject-18.csv,ltsl3,Mini-Norwegian
19,3,training,227750,1052271,13.742016666666666,next phase start,subject-19.csv,zuwa4,Mini-English
20,3,training,166753,1724778,25.967083333333335,next phase start,subject-20.csv,wbij5,Mini-Norwegian
21,3,training,118284,1273947,19.26105,next phase start,subject-21.csv,ztwr3,Mini-English
22,3,training,164694,1063333,14.977316666666667,next phase start,subject-22.csv,wjob1,Mini-Norwegian
23,3,training,150603,2202603,34.2,next phase start,subject-23.csv,dbrb5,Mini-English
24,3,training,271143,1464569,19.890433333333334,next phase start,subject-24.csv,ahsw7,Mini-Norwegian
25,3,training,262180,2424979,36.04665,next phase start,subject-25.csv,noyy6,Mini-English
26,3,training,110982,978886,14.465066666666667,next phase start,subject-26.csv,zhao8,Mini-Norwegian
27,3,training,143078,1646127,25.050816666666666,next phase start,subject-27.csv,qlhb2,Mini-English
28,3,training,227611,1368548,19.015616666666666,next phase start,subject-28.csv,rlgy8,Mini-Norwegian
29,3,training,105708,943844,13.968933333333334,next phase start,subject-29.csv,usjs8,Mini-English
3,3,training,93603,1053658,16.000916666666665,next phase start,subject-3.csv,xqls8,Mini-English
30,3,training,161124,1823987,27.714383333333334,next phase start,subject-30.csv,yozx4,Mini-Norwegian
31,3,training,110601,1075557,16.0826,next phase start,subject-31.csv,zllv8,Mini-English
32,3,training,89436,1028115,15.64465,next phase start,subject-32.csv,gjop6,Mini-Norwegian
33,3,training,101021,1091221,16.503333333333334,next phase start,subject-33.csv,mrbf1,Mini-English
34,3,training,122424,1036808,15.239733333333334,next phase start,subject-34.csv,cgju5,Mini-Norwegian
36,3,training,394240,1588910,19.911166666666666,next phase start,subject-36.csv,zuff1,Mini-Norwegian
37,3,training,111641,1377300,21.094316666666668,next phase start,subject-37.csv,hymj4,Mini-English
38,3,training,95328,899040,13.3952,next phase start,subject-38.csv,idyh6,Mini-Norwegian
39,3,training,114286,1269798,19.258533333333332,next phase start,subject-39.csv,fwma9,Mini-English
40,3,training,106147,934121,13.799566666666667,next phase start,subject-40.csv,bder6,Mini-Norwegian
41,3,training,118259,1299026,19.67945,next phase start,subject-41.csv,chkk1,Mini-English
42,3,training,91367,1109215,16.964133333333333,next phase start,subject-42.csv,yzud1,Mini-Norwegian
43,3,training,159937,1051579,14.8607,next phase start,subject-43.csv,fkft1,Mini-English
44,3,training,128568,1202775,17.90345,next phase start,subject-44.csv,kvrn1,Mini-Norwegian
47,3,training,165398,1481815,21.940283333333333,next phase start,subject-47.csv,swbd5,Mini-English
48,3,training,189227,1213138,17.065183333333334,next phase start,subject-48.csv,kixs9,Mini-Norwegian
49,3,training,105570,1261865,19.271583333333332,next phase start,subject-49.csv,sjnh6,Mini-English
5,3,training,116561,1652046,25.591416666666667,next phase start,subject-5.csv,pson3,Mini-English
50,3,training,139331,1430532,21.520016666666667,next phase start,subject-50.csv,pwck3,Mini-Norwegian
51,3,training,126939,1014305,14.789433333333333,next phase start,subject-51.csv,trpu0,Mini-English
52,3,training,109101,894251,13.085833333333333,next phase start,subject-52.csv,mvse0,Mini-Norwegian
53,3,training,119873,1366562,20.77815,next phase start,subject-53.csv,sxhv6,Mini-English
54,3,training,90256,1596878,25.110366666666668,next phase start,subject-54.csv,dzyb1,Mini-Norwegian
55,3,training,88803,1237323,19.142,next phase start,subject-55.csv,jlos1,Mini-English
56,3,training,112378,1654608,25.703833333333332,next phase start,subject-56.csv,awfh6,Mini-Norwegian
57,3,training,104389,961276,14.28145,next phase start,subject-57.csv,mtjw7,Mini-English
58,3,training,189926,1325933,18.93345,next phase start,subject-58.csv,rodf4,Mini-Norwegian
59,3,training,82108,1096540,16.9072,next phase start,subject-59.csv,mhbu4,Mini-English
6,3,training,216455,1342326,18.764516666666665,next phase start,subject-6.csv,jpxp4,Mini-Norwegian
60,3,training,202054,2383839,36.363083333333336,next phase start,subject-60.csv,kwly7,Mini-Norwegian
61,3,training,331433,2397654,34.437016666666665,next phase start,subject-61.csv,uwfo3,Mini-English
62,3,training,122324,1428157,21.763883333333332,next phase start,subject-62.csv,ymoq6,Mini-Norwegian
65,3,training,144614,1198741,17.568783333333332,next phase start,subject-65.csv,rsnb6,Mini-English
7,3,training,237678,1380810,19.0522,next phase start,subject-7.csv,qdvg4,Mini-English
8,3,training,280561,1567169,21.443466666666666,next phase start,subject-8.csv,hcqa8,Mini-Norwegian
9,3,training,142133,969254,13.78535,next phase start,subject-9.csv,exdq7,Mini-English
10,3,test,1570575,2017010,7.4405833333333335,next phase start,subject-10.csv,crar9,Mini-Norwegian
11,3,test,1082294,1441970,5.9946,next phase start,subject-11.csv,uyxx3,Mini-English
12,3,test,1119091,1593806,7.9119166666666665,next phase start,subject-12.csv,fqrf6,Mini-Norwegian
13,3,test,1151406,1571036,6.993833333333333,next phase start,subject-13.csv,ezje7,Mini-English
14,3,test,883607,1174938,4.8555166666666665,next phase start,subject-14.csv,finc3,Mini-Norwegian
15,3,test,933263,1272898,5.660583333333333,next phase start,subject-15.csv,gxac7,Mini-English
16,3,test,3077521,3514422,7.2816833333333335,next phase start,subject-16.csv,rvax5,Mini-Norwegian
18,3,test,1216137,1777862,9.362083333333333,next phase start,subject-18.csv,ltsl3,Mini-Norwegian
19,3,test,1052271,1384769,5.541633333333333,next phase start,subject-19.csv,zuwa4,Mini-English
20,3,test,1724778,2350894,10.435266666666667,next phase start,subject-20.csv,wbij5,Mini-Norwegian
21,3,test,1273947,2341796,17.797483333333332,next phase start,subject-21.csv,ztwr3,Mini-English
22,3,test,1063333,1323176,4.3307166666666665,next phase start,subject-22.csv,wjob1,Mini-Norwegian
23,3,test,2202603,2636078,7.224583333333333,next phase start,subject-23.csv,dbrb5,Mini-English
24,3,test,1464569,1903508,7.31565,next phase start,subject-24.csv,ahsw7,Mini-Norwegian
25,3,test,2424979,2869398,7.406983333333334,next phase start,subject-25.csv,noyy6,Mini-English
26,3,test,978886,1244875,4.43315,next phase start,subject-26.csv,zhao8,Mini-Norwegian
27,3,test,1646127,2097977,7.530833333333334,next phase start,subject-27.csv,qlhb2,Mini-English
28,3,test,1368548,1809344,7.3466,next phase start,subject-28.csv,rlgy8,Mini-Norwegian
29,3,test,943844,1244943,5.018316666666666,next phase start,subject-29.csv,usjs8,Mini-English
3,3,test,1053658,1356439,5.04635,next phase start,subject-3.csv,xqls8,Mini-English
30,3,test,1823987,2388040,9.400883333333333,next phase start,subject-30.csv,yozx4,Mini-Norwegian
31,3,test,1075557,1433151,5.9599,next phase start,subject-31.csv,zllv8,Mini-English
32,3,test,1028115,3460604,40.54148333333333,next phase start,subject-32.csv,gjop6,Mini-Norwegian
33,3,test,1091221,1555752,7.742183333333333,next phase start,subject-33.csv,mrbf1,Mini-English
34,3,test,1036808,1485107,7.47165,next phase start,subject-34.csv,cgju5,Mini-Norwegian
36,3,test,1588910,1953308,6.0733,next phase start,subject-36.csv,zuff1,Mini-Norwegian
37,3,test,1377300,1955174,9.631233333333334,next phase start,subject-37.csv,hymj4,Mini-English
38,3,test,899040,1255291,5.937516666666666,next phase start,subject-38.csv,idyh6,Mini-Norwegian
39,3,test,1269798,1654249,6.407516666666667,next phase start,subject-39.csv,fwma9,Mini-English
40,3,test,934121,1487399,9.2213,next phase start,subject-40.csv,bder6,Mini-Norwegian
41,3,test,1299026,1626710,5.4614,next phase start,subject-41.csv,chkk1,Mini-English
42,3,test,1109215,1514088,6.747883333333333,next phase start,subject-42.csv,yzud1,Mini-Norwegian
43,3,test,1051579,1325634,4.567583333333333,next phase start,subject-43.csv,fkft1,Mini-English
44,3,test,1202775,1630515,7.129,next phase start,subject-44.csv,kvrn1,Mini-Norwegian
47,3,test,1481815,1871091,6.487933333333333,next phase start,subject-47.csv,swbd5,Mini-English
48,3,test,1213138,1593607,6.34115,next phase start,subject-48.csv,kixs9,Mini-Norwegian
49,3,test,1261865,1548604,4.778983333333334,next phase start,subject-49.csv,sjnh6,Mini-English
5,3,test,1652046,2053860,6.6969,next phase start,subject-5.csv,pson3,Mini-English
50,3,test,1430532,1827151,6.610316666666667,next phase start,subject-50.csv,pwck3,Mini-Norwegian
51,3,test,1014305,2331160,21.947583333333334,next phase start,subject-51.csv,trpu0,Mini-English
52,3,test,894251,1183460,4.82015,next phase start,subject-52.csv,mvse0,Mini-Norwegian
53,3,test,1366562,1673811,5.120816666666666,next phase start,subject-53.csv,sxhv6,Mini-English
54,3,test,1596878,1987497,6.510316666666666,next phase start,subject-54.csv,dzyb1,Mini-Norwegian
55,3,test,1237323,3110353,31.217166666666667,next phase start,subject-55.csv,jlos1,Mini-English
56,3,test,1654608,2151395,8.279783333333333,next phase start,subject-56.csv,awfh6,Mini-Norwegian
57,3,test,961276,1463526,8.370833333333334,next phase start,subject-57.csv,mtjw7,Mini-English
58,3,test,1325933,1704752,6.31365,next phase start,subject-58.csv,rodf4,Mini-Norwegian
59,3,test,1096540,1611646,8.5851,next phase start,subject-59.csv,mhbu4,Mini-English
6,3,test,1342326,1901721,9.32325,next phase start,subject-6.csv,jpxp4,Mini-Norwegian
60,3,test,2383839,3021876,10.63395,next phase start,subject-60.csv,kwly7,Mini-Norwegian
61,3,test,2397654,2874798,7.9524,next phase start,subject-61.csv,uwfo3,Mini-English
62,3,test,1428157,1886378,7.637016666666667,next phase start,subject-62.csv,ymoq6,Mini-Norwegian
65,3,test,1198741,1658705,7.666066666666667,next phase start,subject-65.csv,rsnb6,Mini-English
7,3,test,1380810,1685512,5.078366666666667,next phase start,subject-7.csv,qdvg4,Mini-English
8,3,test,1567169,2198701,10.525533333333334,next phase start,subject-8.csv,hcqa8,Mini-Norwegian
9,3,test,969254,1230370,4.351933333333333,next phase start,subject-9.csv,exdq7,Mini-English
10,3,experiment,2017010,5027912,50.1817,last phase event,subject-10.csv,crar9,Mini-Norwegian
11,3,experiment,1441970,5371522,65.49253333333333,last phase event,subject-11.csv,uyxx3,Mini-English
12,3,experiment,1593806,4373529,46.328716666666665,last phase event,subject-12.csv,fqrf6,Mini-Norwegian
13,3,experiment,1571036,4703254,52.203633333333336,last phase event,subject-13.csv,ezje7,Mini-English
14,3,experiment,1174938,4031178,47.604,last phase event,subject-14.csv,finc3,Mini-Norwegian
15,3,experiment,1272898,4580050,55.1192,last phase event,subject-15.csv,gxac7,Mini-English
16,3,experiment,3514422,6484104,49.4947,last phase event,subject-16.csv,rvax5,Mini-Norwegian
17,3,experiment,185955,3210046,50.401516666666666,last phase event,subject-17.csv,ksjo8,Mini-English
18,3,experiment,1777862,4380499,43.37728333333333,last phase event,subject-18.csv,ltsl3,Mini-Norwegian
19,3,experiment,1384769,4497607,51.880633333333336,last phase event,subject-19.csv,zuwa4,Mini-English
20,3,experiment,2350894,5258483,48.45981666666667,last phase event,subject-20.csv,wbij5,Mini-Norwegian
21,3,experiment,2341796,5603653,54.36428333333333,last phase event,subject-21.csv,ztwr3,Mini-English
22,3,experiment,1323176,4525779,53.37671666666667,last phase event,subject-22.csv,wjob1,Mini-Norwegian
23,3,experiment,2636078,5333708,44.9605,last phase event,subject-23.csv,dbrb5,Mini-English
24,3,experiment,1903508,4702377,46.647816666666664,last phase event,subject-24.csv,ahsw7,Mini-Norwegian
25,3,experiment,2869398,6655314,63.0986,last phase event,subject-25.csv,noyy6,Mini-English
26,3,experiment,1244875,4261307,50.27386666666666,last phase event,subject-26.csv,zhao8,Mini-Norwegian
27,3,experiment,2097977,5880575,63.0433,last phase event,subject-27.csv,qlhb2,Mini-English
28,3,experiment,1809344,4811803,50.04098333333334,last phase event,subject-28.csv,rlgy8,Mini-Norwegian
29,3,experiment,1244943,3980242,45.588316666666664,last phase event,subject-29.csv,usjs8,Mini-English
3,3,experiment,1356439,4970469,60.23383333333334,last phase event,subject-3.csv,xqls8,Mini-English
30,3,experiment,2388040,6227506,63.9911,last phase event,subject-30.csv,yozx4,Mini-Norwegian
31,3,experiment,1433151,4295333,47.70303333333333,last phase event,subject-31.csv,zllv8,Mini-English
32,3,experiment,3460604,6409549,49.14908333333333,last phase event,subject-32.csv,gjop6,Mini-Norwegian
33,3,experiment,1555752,5315009,62.65428333333333,last phase event,subject-33.csv,mrbf1,Mini-English
34,3,experiment,1485107,4215996,45.51481666666667,last phase event,subject-34.csv,cgju5,Mini-Norwegian
36,3,experiment,1953308,5492695,58.989783333333335,last phase event,subject-36.csv,zuff1,Mini-Norwegian
37,3,experiment,1955174,5699803,62.41048333333333,last phase event,subject-37.csv,hymj4,Mini-English
38,3,experiment,1255291,3786716,42.190416666666664,last phase event,subject-38.csv,idyh6,Mini-Norwegian
39,3,experiment,1654249,4996148,55.69831666666666,last phase event,subject-39.csv,fwma9,Mini-English
40,3,experiment,1487399,4569979,51.376333333333335,last phase event,subject-40.csv,bder6,Mini-Norwegian
41,3,experiment,1626710,6960158,88.8908,last phase event,subject-41.csv,chkk1,Mini-English
42,3,experiment,1514088,5066458,59.20616666666667,last phase event,subject-42.csv,yzud1,Mini-Norwegian
43,3,experiment,1325634,4291800,49.4361,last phase event,subject-43.csv,fkft1,Mini-English
44,3,experiment,1630515,4311812,44.68828333333333,last phase event,subject-44.csv,kvrn1,Mini-Norwegian
47,3,experiment,1871091,6071614,70.00871666666667,last phase event,subject-47.csv,swbd5,Mini-English
48,3,experiment,1593607,5984857,73.1875,last phase event,subject-48.csv,kixs9,Mini-Norwegian
49,3,experiment,1548604,4839873,54.854483333333334,last phase event,subject-49.csv,sjnh6,Mini-English
5,3,experiment,2053860,6005822,65.86603333333333,last phase event,subject-5.csv,pson3,Mini-English
50,3,experiment,1827151,5086559,54.32346666666667,last phase event,subject-50.csv,pwck3,Mini-Norwegian
51,3,experiment,2331160,5228537,48.28961666666667,last phase event,subject-51.csv,trpu0,Mini-English
52,3,experiment,1183460,3968085,46.41041666666667,last phase event,subject-52.csv,mvse0,Mini-Norwegian
53,3,experiment,1673811,4826331,52.542,last phase event,subject-53.csv,sxhv6,Mini-English
54,3,experiment,1987497,5822985,63.9248,last phase event,subject-54.csv,dzyb1,Mini-Norwegian
55,3,experiment,3110353,6255690,52.42228333333333,last phase event,subject-55.csv,jlos1,Mini-English
56,3,experiment,2151395,5753478,60.03471666666667,last phase event,subject-56.csv,awfh6,Mini-Norwegian
57,3,experiment,1463526,4952138,58.14353333333333,last phase event,subject-57.csv,mtjw7,Mini-English
58,3,experiment,1704752,5409099,61.73911666666667,last phase event,subject-58.csv,rodf4,Mini-Norwegian
59,3,experiment,1611646,4704854,51.553466666666665,last phase event,subject-59.csv,mhbu4,Mini-English
6,3,experiment,1901721,5279092,56.289516666666664,last phase event,subject-6.csv,jpxp4,Mini-Norwegian
60,3,experiment,3021876,5815125,46.55415,last phase event,subject-60.csv,kwly7,Mini-Norwegian
61,3,experiment,2874798,7760067,81.42115,last phase event,subject-61.csv,uwfo3,Mini-English
62,3,experiment,1886378,5651673,62.75491666666667,last phase event,subject-62.csv,ymoq6,Mini-Norwegian
65,3,experiment,1658705,4413378,45.91121666666667,last phase event,subject-65.csv,rsnb6,Mini-English
7,3,experiment,1685512,5910711,70.41998333333333,last phase event,subject-7.csv,qdvg4,Mini-English
8,3,experiment,2198701,6000261,63.35933333333333,last phase event,subject-8.csv,hcqa8,Mini-Norwegian
9,3,experiment,1230370,4159189,48.81365,last phase event,subject-9.csv,exdq7,Mini-English
10,4,training,48341,897558,14.153616666666666,next phase start,subject-10.csv,crar9,Mini-Norwegian
11,4,training,24382,881542,14.286,next phase start,subject-11.csv,uyxx3,Mini-English
12,4,training,27470,838262,13.5132,next phase start,subject-12.csv,fqrf6,Mini-Norwegian
13,4,training,26049,890697,14.4108,next phase start,subject-13.csv,ezje7,Mini-English
14,4,training,22035,754932,12.21495,next phase start,subject-14.csv,finc3,Mini-Norwegian
15,4,training,24209,784338,12.668816666666666,next phase start,subject-15-test.csv,gxac7,Mini-English
16,4,training,34633,1282834,20.80335,next phase start,subject-16.csv,rvax5,Mini-Norwegian
17,4,training,47597,884862,13.954416666666667,next phase start,subject-17.csv,ksjo8,Mini-English
18,4,training,19633,970555,15.8487,next phase start,subject-18.csv,ltsl3,Mini-Norwegian
19,4,training,22499,1054836,17.205616666666668,next phase start,subject-19.csv,zuwa4,Mini-English
20,4,training,32561,1086329,17.5628,next phase start,subject-20-test.csv,wbij5,Mini-Norwegian
21,4,training,27851,1283901,20.934166666666666,next phase start,subject-21.csv,ztwr3,Mini-English
22,4,training,33358,782151,12.479883333333333,next phase start,subject-22.csv,wjob1,Mini-Norwegian
23,4,training,78866,2638756,42.664833333333334,next phase start,subject-23.csv,dbrb5,Mini-English
24,4,training,30889,1328610,21.628683333333335,next phase start,subject-24.csv,ahsw7,Mini-Norwegian
25,4,training,172304,1837697,27.75655,next phase start,subject-25.csv,noyy6,Mini-English
26,4,training,18003,835516,13.625216666666667,next phase start,subject-26.csv,zhao8,Mini-Norwegian
27,4,training,28572,1044085,16.925216666666667,next phase start,subject-27.csv,qlhb2,Mini-English
28,4,training,24270,982511,15.970683333333334,next phase start,subject-28.csv,rlgy8,Mini-Norwegian
29,4,training,23082,931901,15.146983333333333,next phase start,subject-29.csv,usjs8,Mini-English
30,4,training,50045,1431717,23.027866666666668,next phase start,subject-30.csv,yozx4,Mini-Norwegian
31,4,training,19229,790678,12.857483333333333,next phase start,subject-31.csv,zllv8,Mini-English
32,4,training,22829,919518,14.944816666666666,next phase start,subject-32.csv,gjop6,Mini-Norwegian
33,4,training,98198,1012990,15.246533333333334,next phase start,subject-33.csv,mrbf1,Mini-English
34,4,training,22427,883100,14.34455,next phase start,subject-34.csv,cgju5,Mini-Norwegian
36,4,training,18767,2434967,40.27,next phase start,subject-36.csv,zuff1,Mini-Norwegian
37,4,training,98320,1311632,20.221866666666667,next phase start,subject-37.csv,hymj4,Mini-English
38,4,training,21834,816842,13.250133333333334,next phase start,subject-38.csv,idyh6,Mini-Norwegian
39,4,training,21609,1015194,16.55975,next phase start,subject-39.csv,fwma9,Mini-English
40,4,training,20973,1035405,16.9072,next phase start,subject-40.csv,bder6,Mini-Norwegian
41,4,training,27484,1170637,19.05255,next phase start,subject-41.csv,chkk1,Mini-English
42,4,training,18081,1101843,18.0627,next phase start,subject-42.csv,yzud1,Mini-Norwegian
43,4,training,22149,793543,12.856566666666666,next phase start,subject-43.csv,fkft1,Mini-English
44,4,training,15733,1143766,18.80055,next phase start,subject-44.csv,kvrn1,Mini-Norwegian
47,4,training,31785,1723618,28.197216666666666,next phase start,subject-47.csv,swbd5,Mini-English
48,4,training,19596,933589,15.233216666666667,next phase start,subject-48.csv,kixs9,Mini-Norwegian
49,4,training,17365,1048862,17.19161666666667,next phase start,subject-49.csv,sjnh6,Mini-English
50,4,training,27428,1029060,16.69386666666667,next phase start,subject-50.csv,pwck3,Mini-Norwegian
51,4,training,17986,734619,11.943883333333334,next phase start,subject-51.csv,trpu0,Mini-English
52,4,training,25138,771260,12.435366666666667,next phase start,subject-52.csv,mvse0,Mini-Norwegian
53,4,training,15869,1113701,18.2972,next phase start,subject-53.csv,sxhv6,Mini-English
54,4,training,19638,1060894,17.354266666666668,next phase start,subject-54.csv,dzyb1,Mini-Norwegian
55,4,training,18456,897343,14.648116666666667,next phase start,subject-55.csv,jlos1,Mini-English
56,4,training,16396,1648348,27.1992,next phase start,subject-56.csv,awfh6,Mini-Norwegian
57,4,training,30024,1291810,21.029766666666667,next phase start,subject-57.csv,mtjw7,Mini-English
58,4,training,17274,883273,14.433316666666666,next phase start,subject-58.csv,rodf4,Mini-Norwegian
6,4,training,31274,1037626,16.77253333333333,next phase start,subject-6-test.csv,jpxp4,Mini-Norwegian
60,4,training,20818,1349066,22.13746666666667,next phase start,subject-60.csv,kwly7,Mini-Norwegian
61,4,training,17846,2310239,38.20655,next phase start,subject-61.csv,uwfo3,Mini-English
62,4,training,19671,1168064,19.139883333333334,next phase start,subject-62.csv,ymoq6,Mini-Norwegian
65,4,training,18562,685787,11.120416666666667,next phase start,subject-65.csv,rsnb6,Mini-English
7,4,training,78754,1165217,18.107716666666665,next phase start,subject-7.csv,qdvg4,Mini-English
8,4,training,56759,1256288,19.99215,next phase start,subject-8.csv,hcqa8,Mini-Norwegian
9,4,training,55007,1004208,15.820016666666668,next phase start,subject-9.csv,exdq7,Mini-English
10,4,test,897558,1361777,7.736983333333334,next phase start,subject-10.csv,crar9,Mini-Norwegian
11,4,test,881542,2558204,27.944366666666667,next phase start,subject-11.csv,uyxx3,Mini-English
12,4,test,838262,1859405,17.01905,next phase start,subject-12.csv,fqrf6,Mini-Norwegian
13,4,test,890697,1462909,9.536866666666667,next phase start,subject-13.csv,ezje7,Mini-English
14,4,test,754932,1242898,8.132766666666667,next phase start,subject-14.csv,finc3,Mini-Norwegian
15,4,test,784338,2100142,21.930066666666665,last phase event,subject-15-test.csv,gxac7,Mini-English
16,4,test,1282834,1800476,8.627366666666667,next phase start,subject-16.csv,rvax5,Mini-Norwegian
17,4,test,884862,2227787,22.382083333333334,next phase start,subject-17.csv,ksjo8,Mini-English
18,4,test,970555,2516425,25.7645,next phase start,subject-18.csv,ltsl3,Mini-Norwegian
19,4,test,1054836,2377241,22.04008333333333,next phase start,subject-19.csv,zuwa4,Mini-English
20,4,test,1086329,2610245,25.3986,last phase event,subject-20-test.csv,wbij5,Mini-Norwegian
21,4,test,1283901,3579157,38.254266666666666,next phase start,subject-21.csv,ztwr3,Mini-English
22,4,test,782151,1081985,4.997233333333333,next phase start,subject-22.csv,wjob1,Mini-Norwegian
23,4,test,2638756,4746693,35.13228333333333,next phase start,subject-23.csv,dbrb5,Mini-English
24,4,test,1328610,3269343,32.34555,next phase start,subject-24.csv,ahsw7,Mini-Norwegian
25,4,test,1837697,2403355,9.427633333333333,next phase start,subject-25.csv,noyy6,Mini-English
26,4,test,835516,2041288,20.0962,next phase start,subject-26.csv,zhao8,Mini-Norwegian
27,4,test,1044085,1496465,7.539666666666666,next phase start,subject-27.csv,qlhb2,Mini-English
28,4,test,982511,2594531,26.867,next phase start,subject-28.csv,rlgy8,Mini-Norwegian
29,4,test,931901,1306910,6.25015,next phase start,subject-29.csv,usjs8,Mini-English
30,4,test,1431717,2960388,25.47785,next phase start,subject-30.csv,yozx4,Mini-Norwegian
31,4,test,790678,2236460,24.09636666666667,next phase start,subject-31.csv,zllv8,Mini-English
32,4,test,919518,1367128,7.460166666666667,next phase start,subject-32.csv,gjop6,Mini-Norwegian
33,4,test,1012990,1541231,8.804016666666667,next phase start,subject-33.csv,mrbf1,Mini-English
34,4,test,883100,1350878,7.7963,next phase start,subject-34.csv,cgju5,Mini-Norwegian
36,4,test,2434967,4399899,32.748866666666665,next phase start,subject-36.csv,zuff1,Mini-Norwegian
37,4,test,1311632,2037524,12.0982,next phase start,subject-37.csv,hymj4,Mini-English
38,4,test,816842,2127845,21.85005,next phase start,subject-38.csv,idyh6,Mini-Norwegian
39,4,test,1015194,1392284,6.284833333333333,next phase start,subject-39.csv,fwma9,Mini-English
40,4,test,1035405,2465752,23.839116666666666,next phase start,subject-40.csv,bder6,Mini-Norwegian
41,4,test,1170637,2684681,25.234066666666667,next phase start,subject-41.csv,chkk1,Mini-English
42,4,test,1101843,1733549,10.528433333333334,next phase start,subject-42.csv,yzud1,Mini-Norwegian
43,4,test,793543,2029236,20.594883333333332,next phase start,subject-43.csv,fkft1,Mini-English
44,4,test,1143766,2406971,21.053416666666667,next phase start,subject-44.csv,kvrn1,Mini-Norwegian
47,4,test,1723618,3895762,36.2024,next phase start,subject-47.csv,swbd5,Mini-English
48,4,test,933589,1339448,6.764316666666667,next phase start,subject-48.csv,kixs9,Mini-Norwegian
49,4,test,1048862,2556009,25.119116666666667,next phase start,subject-49.csv,sjnh6,Mini-English
50,4,test,1029060,1458696,7.1606,next phase start,subject-50.csv,pwck3,Mini-Norwegian
51,4,test,734619,1938247,20.060466666666667,next phase start,subject-51.csv,trpu0,Mini-English
52,4,test,771260,2088278,21.9503,next phase start,subject-52.csv,mvse0,Mini-Norwegian
53,4,test,1113701,1568393,7.5782,next phase start,subject-53.csv,sxhv6,Mini-English
54,4,test,1060894,2758323,28.290483333333334,next phase start,subject-54.csv,dzyb1,Mini-Norwegian
55,4,test,897343,2261956,22.74355,next phase start,subject-55.csv,jlos1,Mini-English
56,4,test,1648348,2185927,8.95965,next phase start,subject-56.csv,awfh6,Mini-Norwegian
57,4,test,1291810,1767867,7.934283333333333,next phase start,subject-57.csv,mtjw7,Mini-English
58,4,test,883273,2447615,26.072366666666667,next phase start,subject-58.csv,rodf4,Mini-Norwegian
6,4,test,1037626,2736630,28.31673333333333,last phase event,subject-6-test.csv,jpxp4,Mini-Norwegian
60,4,test,1349066,2004381,10.921916666666666,next phase start,subject-60.csv,kwly7,Mini-Norwegian
